ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Efficiency (Energy Factor) (L/kWh),Water Removal Capacity (pints/day),Fan Continuously Operates?,Date Available on Market,Date Qualified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2019 Criteria
2292139,C&A Marketing,Ivation,Dehumidifier,IVALDH70PWWP,,2,70,Yes,03/07/2017,03/06/2017,United States,ES_1136389_IVALDH70PWWP_03092017090919_0559665,No
2301062,C&A Marketing,Ivation,Dehumidifiers,IVALDH95PWWP,,2.8,95,Yes,08/01/2017,08/01/2017,United States,ES_1136389_IVALDH95PWWP_08012017083700_6620072,No
2313440,C&A Marketing,Ivation,IVALDHG70P,IVALDHG70P,,2,70,No,03/21/2018,10/28/2016,"United States, Canada",ES_1136389_IVALDHG70P_03162018034430_70176907,No
2313441,C&A Marketing,Ivation,IVALDHG70PWP,IVALDHG70PWP,,2,70,No,03/21/2018,10/28/2016,"United States, Canada",ES_1136389_IVALDHG70PWP_03162018034430_70176907,No
2329384,Canadian Tire,For living,Dehumidifier,043-7334-2,,2,45,Yes,11/06/2018,11/08/2018,Canada,ES_1025242_043-7334-2_11082018090539_7939667,No
2328512,Canadian Tire,Noma,Dehumidifier,043-0937-0,,2,35,Yes,10/22/2018,10/29/2018,"United States, Canada",ES_1025242_043-0937-0_10292018020822_8902862,No
2289092,Canadian Tire,Noma,Dehumidifier,043-5792-2,,2,28,Yes,10/20/2016,10/31/2016,Canada,ES_1025242_043-5792-2_11012016103204_6324366,No
2282852,Canadian Tire,Noma,Dehumidifier,043-5793-0,,2,35,Yes,10/20/2016,10/31/2016,Canada,ES_1025242_043-5793-0_11012016103325_6405906,No
2328513,Canadian Tire,Noma,Dehumidifier,043-5794-8,,2,50,Yes,10/22/2018,10/29/2018,"United States, Canada",ES_1025242_043-5794-8_10292018020846_8926491,No
2328515,Canadian Tire,Noma,Dehumidifier,043-5795-6,,2,70,Yes,10/22/2018,10/29/2018,"United States, Canada",ES_1025242_043-5795-6_10292018020921_8961810,No
2328516,Canadian Tire,Noma,Dehumidifier,043-5796-4,,2,70,Yes,10/22/2018,10/29/2018,"United States, Canada",ES_1025242_043-5796-4_10292018020941_8981633,No
2328514,Canadian Tire,Noma,Dehumidifier,043-5798-0,,2,60,Yes,10/22/2018,10/29/2018,"United States, Canada",ES_1025242_043-5798-0_10292018020902_8942495,No
2319306,"Chigo Electrical Appliances (USA), Inc.",Soleus Air,Dehumidifier,DSX-45EM-**,,2,45,Yes,05/01/2018,05/03/2018,"United States, Canada",ES_1139361_DSX-45EM-**_05042018060824_4104325,No
2319305,"Chigo Electrical Appliances (USA), Inc.",Soleus Air,Dehumidifier,DSX-70E-**,",DSX-70EIPM-**,; ,DSX-70EIPMW-**,; ,DSX-70EM-**,; ,DSX-70EMW-**,",2,70,Yes,05/01/2018,05/03/2018,"United States, Canada",ES_1139361_DSX-70E-**_05042018061132_4292069,No
2327230,"Chigo Electrical Appliances (USA), Inc.",TACHIAIR,Dehumidifier,CBD-70H1A-H13A,,2,70,Yes,10/01/2018,10/09/2018,"United States, Canada",ES_1139361_CBD-70H1A-H13A_10112018023658_5418460,No
2327231,"Chigo Electrical Appliances (USA), Inc.",TACHIAIR,Dehumidifier,CBD-70P1A-H13A,,2,70,Yes,10/01/2018,10/09/2018,"United States, Canada",ES_1139361_CBD-70P1A-H13A_10112018023735_5455432,No
2308663,Curtis International Ltd.,RCA,Dehumidifier,RDH505-B,,2,50,Yes,01/04/2018,01/04/2018,United States,ES_1120898_RDH505-B_01042018125439_0479682,No
2283387,Danby Products Inc.,Danby,Dehumidifier,DDR030BD*,",DDR030BB*; DDR030BBC*; DDR030BDC*,; ,DDR030BH*,",2,30,Yes,10/25/2016,11/03/2016,"United States, Canada",ES_31682_DDR030BD*_11042016065858_2738265,No
2307939,Danby Products Inc.,Danby,Dehumidifier,DDR030BEC*,,2,30,Yes,12/18/2017,12/18/2017,"United States, Canada",ES_31682_DDR030BEC*_12182017080709_4429632,No
2289094,Danby Products Inc.,Danby,Dehumidifier,DDR030EACWDB,",DDR030EAWDB,",2,30,Yes,01/20/2017,01/21/2017,Canada,ES_31682_DDR030EACWDB_01222017050523_1523149,No
2283386,Danby Products Inc.,Danby,Dehumidifier,DDR045BD*,",DDR045BB*; DDR045BBC*; DDR045BDC*,",2,45,Yes,10/25/2016,11/03/2016,"United States, Canada",ES_31682_DDR045BD*_11042016070222_2942199,No
2283385,Danby Products Inc.,Danby,Dehumidifier,DDR050BD*,",DDR050BB*; DDR050BDC*,",2,50,Yes,10/25/2016,11/03/2016,Canada,ES_31682_DDR050BD*_11042016070321_3001359,No
2284798,Danby Products Inc.,Danby,Dehumidifier,DDR050BEC*,,2,50,Yes,11/10/2016,11/23/2016,Canada,ES_31682_DDR050BEC*_11232016090910_2150241,No
2307938,Danby Products Inc.,Danby,Dehumidifier,DDR050BG*,",DDR050BH*,",2,50,Yes,12/18/2017,12/18/2017,"United States, Canada",ES_31682_DDR050BG*_12182017080816_4496878,No
2289095,Danby Products Inc.,Danby,Dehumidifier,DDR050EACWDB,",DDR040EACWDB,; ,DDR050EAWDB,",2,50,Yes,01/20/2017,01/21/2017,Canada,ES_31682_DDR050EACWDB_01222017050532_1532559,No
2283378,Danby Products Inc.,Danby,Dehumidifier,DDR060BD*,",DDR060BB*; DDR060BDC*,; ,DDR060BEC*,",2,60,Yes,10/25/2016,11/03/2016,"United States, Canada",ES_31682_DDR060BD*_11042016070429_3069804,No
2320399,Danby Products Inc.,Danby,Dehumidifier,DDR060BFCWDB,,2,60,Yes,05/01/2018,05/24/2018,Canada,ES_31682_DDR060BFCWDB_05242018073758_7478913,No
2283375,Danby Products Inc.,Danby,Dehumidifier,DDR070BDP*,",DDR070BB*; DDR070BBP*; DDR070BBC*,; ,DDR070BD*; DDR070BDC*,",2,70,Yes,10/25/2016,11/03/2016,"United States, Canada",ES_31682_DDR070BDP*_11042016070528_3128158,No
2284800,Danby Products Inc.,Danby,Dehumidifier,DDR070BEC*,,2,70,Yes,11/10/2016,11/23/2016,Canada,ES_31682_DDR070BEC*_11232016091303_2383991,No
2289096,Danby Products Inc.,Danby,Dehumidifier,DDR070EACWDB,",DDR060EACWDB,; ,DDR070EAPWDB,; ,DDR070EAWDB,",2,70,Yes,01/20/2017,01/21/2017,Canada,ES_31682_DDR070EACWDB_01222017050542_1542630,No
2307940,Danby Products Inc.,Danby,Dehumidifier,DDR095BDP*,,2.8,95,Yes,12/18/2017,12/18/2017,"United States, Canada",ES_31682_DDR095BDP*_12182017081016_4616046,No
2329449,Danby Products Inc.,Danby,Dehumidifiers,DDR30B1*,,2,30,Yes,11/06/2018,11/12/2018,"United States, Canada",ES_31682_DDR30B1*_11122018040523_5523564,No
2329447,Danby Products Inc.,Danby,Dehumidifiers,DDR30B3*,,2,30,Yes,11/06/2018,11/12/2018,"United States, Canada",ES_31682_DDR30B3*_11122018040444_5484687,No
2329448,Danby Products Inc.,Danby,Dehumidifiers,DDR45B3*,,2,45,Yes,11/06/2018,11/12/2018,"United States, Canada",ES_31682_DDR45B3*_11122018040507_5507394,No
2329450,Danby Products Inc.,Danby,Dehumidifiers,DDR50B1*,,2,50,Yes,11/06/2018,11/12/2018,"United States, Canada",ES_31682_DDR50B1*_11122018040538_5538224,No
2329451,Danby Products Inc.,Danby,Dehumidifiers,DDR70B1*,,2,70,Yes,11/06/2018,11/12/2018,"United States, Canada",ES_31682_DDR70B1*_11122018040554_5554516,No
2329401,"De'Longhi America, Inc.",De'Longhi,Dehumidifier,DDX145E,,2,45,Yes,11/07/2018,11/07/2018,"United States, Canada",ES_1021065_DDX145E_11092018054204_2124755,No
2329402,"De'Longhi America, Inc.",De'Longhi,Dehumidifier,DDX145PE,,2,45,Yes,11/07/2018,11/07/2018,"United States, Canada",ES_1021065_DDX145PE_11092018054220_2140336,No
2329403,"De'Longhi America, Inc.",De'Longhi,Dehumidifier,DDX150PE,,2,50,Yes,11/07/2018,11/07/2018,"United States, Canada",ES_1021065_DDX150PE_11092018054232_2152631,No
2329404,"De'Longhi America, Inc.",De'Longhi,Dehumidifier,DDX170PE,,2,70,Yes,11/07/2018,11/07/2018,"United States, Canada",ES_1021065_DDX170PE_11092018063227_5147951,No
2291346,"De'Longhi America, Inc.",De'Longhi,Dehumidifier,DDX45PE,",DDX45E,",2,45,Yes,02/23/2017,02/23/2017,"United States, Canada",ES_1021065_DDX45PE_02242017041417_9657990,No
2291347,"De'Longhi America, Inc.",De'Longhi,Dehumidifier,DDX50PE,,2,50,Yes,02/23/2017,02/23/2017,"United States, Canada",ES_1021065_DDX50PE_02242017041610_9770633,No
2291348,"De'Longhi America, Inc.",De'Longhi,Dehumidifier,DDX70PE,,2,70,Yes,02/23/2017,02/23/2017,"United States, Canada",ES_1021065_DDX70PE_02242017041641_9801127,No
2281036,Electrolux Home Products,Frigidaire,Dehumidifier,CAD301NWDA,",CAD304NWLA, CAD301NWD, CAD304NWL,",2,30,No,10/01/2016,10/10/2016,"United States, Canada",ES_1021080_CAD301NWDA_10112016072420_0660231,No
2281034,Electrolux Home Products,Frigidaire,Dehumidifier,CAD504DWDA,",CAD504DWLA, CAD504DWD, CAD504DWL,",2,50,No,10/01/2016,10/10/2016,"United States, Canada",ES_1021080_CAD504DWDA_10112016072435_0675872,No
2281032,Electrolux Home Products,Frigidaire,Dehumidifier,CAD704DWDA,",CAD704DWLA, CAD704DWD, CAD704DWL,",2,70,No,10/01/2016,10/10/2016,"United States, Canada",ES_1021080_CAD704DWDA_10112016072450_0690577,No
2281037,Electrolux Home Products,Frigidaire,Dehumidifier,FAD301NWDA,",FAD301NWD,; ,FAD301NWDE,",2,30,No,10/01/2016,10/10/2016,United States,ES_1021080_FAD301NWDA_10112016072350_0630454,No
2281035,Electrolux Home Products,Frigidaire,Dehumidifier,FAD504DWDA,",FAD504DWD,; ,FAD504DWDE,",2,50,No,10/01/2016,10/10/2016,United States,ES_1021080_FAD504DWDA_10112016072509_0709514,No
2281033,Electrolux Home Products,Frigidaire,Dehumidifier,FAD704DWDA,",FAD704DWD,; ,FAD704DWDE,",2,70,No,10/01/2016,10/10/2016,United States,ES_1021080_FAD704DWDA_10112016072522_0722521,No
2286253,Electrolux Home Products,Frigidaire,Dehumidifiers,FFAD3000T1,,2,30,Yes,12/15/2016,12/15/2016,"United States, Canada",ES_1021080_FFAD3000T1_12152016074620_7980045,No
2284156,Electrolux Home Products,Frigidaire,FFAD3033R1,FFAD3033R1,,2,30,No,11/15/2016,10/28/2016,"United States, Canada",ES_1021080_FFAD3033R1_11152016045156_70103849,No
2284153,Electrolux Home Products,Frigidaire,FFAD3033R1A,FFAD3033R1A,,2,30,No,11/15/2016,10/28/2016,"United States, Canada",ES_1021080_FFAD3033R1A_11152016045156_70103849,No
2307941,Electrolux Home Products,Frigidaire,FFAD3033R1AE,FFAD3033R1AE,,2,30,No,12/18/2017,12/14/2017,"United States, Canada",ES_1021080_FFAD3033R1AE_12142017120728_70167123,No
2307945,Electrolux Home Products,Frigidaire,FFAD3033R1E,FFAD3033R1E,,2,30,No,12/18/2017,12/14/2017,"United States, Canada",ES_1021080_FFAD3033R1E_12142017120728_70167123,No
2284159,Electrolux Home Products,Frigidaire,FFAD30W3S1A,FFAD30W3S1A,,2,30,No,11/15/2016,10/28/2016,"United States, Canada",ES_1021080_FFAD30W3S1A_11152016045156_70103849,No
2286252,Electrolux Home Products,Frigidaire,Dehumidifiers,FFAD5000T1,,2,50,Yes,12/15/2016,12/15/2016,"United States, Canada",ES_1021080_FFAD5000T1_12152016074631_7991760,No
2284157,Electrolux Home Products,Frigidaire,FFAD5033R1,FFAD5033R1,,2,50,No,11/15/2016,10/28/2016,"United States, Canada",ES_1021080_FFAD5033R1_11152016045156_70103849,No
2284154,Electrolux Home Products,Frigidaire,FFAD5033R1A,FFAD5033R1A,,2,50,No,11/15/2016,10/28/2016,"United States, Canada",ES_1021080_FFAD5033R1A_11152016045156_70103849,No
2307942,Electrolux Home Products,Frigidaire,FFAD5033R1AE,FFAD5033R1AE,,2,50,No,12/18/2017,12/14/2017,"United States, Canada",ES_1021080_FFAD5033R1AE_12142017120728_70167123,No
2307946,Electrolux Home Products,Frigidaire,FFAD5033R1E,FFAD5033R1E,,2,50,No,12/18/2017,12/14/2017,"United States, Canada",ES_1021080_FFAD5033R1E_12142017120728_70167123,No
2284160,Electrolux Home Products,Frigidaire,FFAD50W3S1A,FFAD50W3S1A,,2,50,No,11/15/2016,10/28/2016,"United States, Canada",ES_1021080_FFAD50W3S1A_11152016045156_70103849,No
2286251,Electrolux Home Products,Frigidaire,Dehumidifiers,FFAD7000T1,,2,70,Yes,12/15/2016,12/15/2016,"United States, Canada",ES_1021080_FFAD7000T1_12152016074650_8010528,No
2284158,Electrolux Home Products,Frigidaire,FFAD7033R1,FFAD7033R1,,2,70,No,11/15/2016,10/28/2016,"United States, Canada",ES_1021080_FFAD7033R1_11152016045156_70103849,No
2284155,Electrolux Home Products,Frigidaire,FFAD7033R1A,FFAD7033R1A,,2,70,No,11/15/2016,10/28/2016,"United States, Canada",ES_1021080_FFAD7033R1A_11152016045156_70103849,No
2307943,Electrolux Home Products,Frigidaire,FFAD7033R1AE,FFAD7033R1AE,,2,70,No,12/18/2017,12/14/2017,"United States, Canada",ES_1021080_FFAD7033R1AE_12142017120728_70167123,No
2307947,Electrolux Home Products,Frigidaire,FFAD7033R1E,FFAD7033R1E,,2,70,No,12/18/2017,12/14/2017,"United States, Canada",ES_1021080_FFAD7033R1E_12142017120728_70167123,No
2284161,Electrolux Home Products,Frigidaire,FFAD70W3S1A,FFAD70W3S1A,,2,70,No,11/15/2016,10/28/2016,"United States, Canada",ES_1021080_FFAD70W3S1A_11152016045156_70103849,No
2299714,Electrolux Home Products,Frigidaire,FFAP7033T1,FFAP7033T1,,2,70,No,06/12/2017,03/23/2017,"United States, Canada",ES_1021080_FFAP7033T1_07122017074022_70131323,No
2307944,Electrolux Home Products,Frigidaire,FFAP7033T1AE,FFAP7033T1AE,,2,70,No,12/18/2017,12/14/2017,"United States, Canada",ES_1021080_FFAP7033T1AE_12142017120728_70167123,No
2307948,Electrolux Home Products,Frigidaire,FFAP7033T1E,FFAP7033T1E,,2,70,No,12/18/2017,12/14/2017,"United States, Canada",ES_1021080_FFAP7033T1E_12142017120728_70167123,No
2328921,Electrolux Home Products,Frigidaire,Dehumidifier,FGAC7044U1,,2,70,No,10/30/2018,10/31/2018,"United States, Canada",ES_1021080_FGAC7044U1_11022018032550_9150158,No
2328922,Electrolux Home Products,Frigidaire,Dehumidifier,FGAC7044U1E,,2,70,No,10/30/2018,10/31/2018,"United States, Canada",ES_1021080_FGAC7044U1E_11022018032601_9161011,No
2288568,Friedrich Air Conditioning Company,Friedrich,Dehumidifier,D50BPA,,2,50,Yes,01/11/2017,01/12/2017,"United States, Canada",ES_31705_D50BPA_01122017101431_6071450,No
2288343,Friedrich Air Conditioning Company,Friedrich,Dehumidifier,D70BPA,,2,70,Yes,01/11/2017,01/12/2017,"United States, Canada",ES_31705_D70BPA_01122017101458_6098442,No
2291900,"FTL, Inc",Soleusair,HMT-D45E-A,HMT-D45E-A,",D*1-45E-###*,; ,D*1-45E-###,; ,DE1-45E-###,; ,DH1-45E-###,; ,DL1-45E-###,; ,DO1-45E-###,; ,DS1-45E-###,; ,DW1-45E,",2,45,Yes,01/01/2017,03/01/2017,"United States, Canada",ES_1127947_HMT-D45E-A_01222017142527_2443506,No
2291901,"FTL, Inc",Soleusair,HMT-D70E-A,HMT-D70E-A,",DE1-70E-###,; ,DH1-70E-###,; ,DL1-70E-###,; ,DO1-70E-###,; ,DS1-70E-###,; ,DW1-70E-###,",2,70,Yes,01/01/2017,03/03/2017,"United States, Canada",ES_1127947_HMT-D70E-A_01222017150830_9944574,No
2292288,"FTL, Inc",Soleusair,HMT-D70EIP-A,HMT-D70EIP-A,",DE1-70EIP-###,; ,DH1-70EIP-###,; ,DL1-70EIP-###,; ,DO1-70EIP-###,; ,DS1-70EIP-###,; ,DW1-70EIP-###,",2,70,Yes,01/01/2017,03/09/2017,"United States, Canada",ES_1127947_HMT-D70EIP-A_01222017153228_9297754,No
2294863,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Arctic King,Dehumidifiers,WDK30AE7N,,2,30,Yes,04/20/2017,04/21/2017,"United States, Canada",ES_1138537_WDK30AE7N_04212017111434_3274764,No
2294660,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Arctic King,Dehumidifiers,WDK50AE7N,,2,50,Yes,04/20/2017,04/21/2017,"United States, Canada",ES_1138537_WDK50AE7N_04212017111459_3299788,No
2294662,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Arctic King,Dehumidifiers,WDP70AE7N,,2,70,Yes,04/20/2017,04/21/2017,"United States, Canada",ES_1138537_WDP70AE7N_04212017111531_3331821,No
2290118,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",ArcticKing,Dehumidifiers,AKDP30Pt7,,2,30,Yes,02/04/2017,02/04/2017,"United States, Canada",ES_1138537_AKDP30Pt7_02072017065905_0745072,No
2290119,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",ArcticKing,Dehumidifiers,AKDP40Pt7,,2,45,Yes,02/04/2017,02/04/2017,"United States, Canada",ES_1138537_AKDP40Pt7_02072017065926_0766354,No
2290121,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",ArcticKing,Dehumidifiers,AKDP50Pt7,,2,50,Yes,02/04/2017,02/04/2017,"United States, Canada",ES_1138537_AKDP50Pt7_02072017065949_0789308,No
2290120,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",ArcticKing,Dehumidifiers,AKDP70Pt7,,2,70,Yes,02/04/2017,02/04/2017,"United States, Canada",ES_1138537_AKDP70Pt7_02072017070009_0809627,No
2334215,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Midea,Dehumidifiers,MAD30C1YWS,,2,30,Yes,03/05/2019,03/05/2019,"United States, Canada",ES_1138537_MAD30C1YWS_03052019080308_2988187,No
2334217,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Midea,Dehumidifiers,MAD50C1YWS,,2,50,Yes,03/05/2019,03/05/2019,"United States, Canada",ES_1138537_MAD50C1YWS_03052019080856_3336304,No
2334216,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Midea,Dehumidifiers,MAD70C1YWS,,2,70,Yes,03/05/2019,03/05/2019,"United States, Canada",ES_1138537_MAD70C1YWS_03052019081156_3516791,No
2302320,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Midea,Dehumidifier,MDCDL-95AEN1-BB8B,",MDCDL-95AEN1-BB8,",2.8,95,Yes,08/18/2017,08/18/2017,United States,ES_1138537_MDCDL-95AEN1-BB8B_08212017123201_8721788,No
2282835,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Midea,Dehumidifier,MDCDP-30AEN1-BB0,",MDUDP-30AEN1-BB0,; ,WCDDP30B0,",2,30,Yes,10/25/2016,10/28/2016,United States,ES_1138537_MDCDP-30AEN1-BB0_11012016103705_6625842,No
2282837,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Midea,Dehumidifier,MDCDP-45AEN1-BB0,",MDUDP-45AEN1-BB0,; ,WCDDP45B0,",2,45,Yes,10/25/2016,10/28/2016,United States,ES_1138537_MDCDP-45AEN1-BB0_11012016103808_6688053,No
2282839,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Midea,Dehumidifier,MDCDP-50AEN1-BB0(A),",MDUDP-50AEN1-BB0(A),",2,50,Yes,10/25/2016,10/28/2016,United States,ES_1138537_MDCDP-50AEN1-BB0(A)_11012016103853_6733305,No
2282840,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Midea,Dehumidifier,MDCDP-50AEN1-BB0B,",MDCDP-50AEN1-BB0(J1); MDUDP-50AEN1-BB0(J1),; ,MDCDP-50AEN1-BB0; MDUDP-50AEN1-BB0,; ,MDUDP-50AEN1-BB0B,; ,WCDDP50B0Q,",2,50,Yes,10/25/2016,10/28/2016,United States,ES_1138537_MDCDP-50AEN1-BB0B_11012016103955_6795013,No
2282841,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Midea,Dehumidifier,MDCDP-60AEN1-BB0,",MDUDP-60AEN1-BB0,; ,WCDDP60B0,",2,60,Yes,10/25/2016,10/28/2016,United States,ES_1138537_MDCDP-60AEN1-BB0_11012016104038_6838570,No
