ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Efficiency (Energy Factor) (L/kWh),Water Removal Capacity (pints/day),Fan Continuously Operates?,Date Available on Market,Date Qualified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2019 Criteria
2292293,TCL Delonghi Home Appliances (Zhongshan) Co Ltd,TCL,DER 30E,DER 30E,",DEH 30PE,; ,DER 30PE,",2,30,Yes,03/02/2017,03/02/2017,United States,ES_1138819_DER 30E_03022017171225_9947015,No
2292292,TCL Delonghi Home Appliances (Zhongshan) Co Ltd,TCL,DER 50E,DER 50E,",DEH 50PE,; ,DER 50PE,",2,50,Yes,03/02/2017,03/02/2017,United States,ES_1138819_DER 50E_03032017145938_1409417,No
2320094,TCL Delonghi Home Appliances (Zhongshan) Co Ltd,TCL,Dehumidifier,DER 50E,,2,50,Yes,12/27/2017,12/27/2017,"United States, Canada",ES_1138819_DER 50E_05182018014924_8164634,No
2292291,TCL Delonghi Home Appliances (Zhongshan) Co Ltd,TCL,DER 70E,DER 70E,",DEH 70PE,; ,DEH 70PEP,; ,DER 70EP,; ,DER 70PE,; ,DER 70PEP,",2,70,Yes,03/03/2017,03/10/2017,United States,ES_1138819_DER 70E_03032017144208_1599389,No
2286978,TCL Delonghi Home Appliances (Zhongshan) Co Ltd,TCL,Dehumidifier,DET 30PE,",DEA 30E, DEG 30E, TDE-30EA1/DEG(ES),",2,30,Yes,11/30/2016,12/23/2016,"United States, Canada",ES_1138819_DET 30PE_12262016112428_1468194,No
2320095,TCL Delonghi Home Appliances (Zhongshan) Co Ltd,TCL,Dehumidifier,DET 50E,,2,50,Yes,12/27/2017,12/27/2017,"United States, Canada",ES_1138819_DET 50E_05182018014809_8089388,No
2286974,TCL Delonghi Home Appliances (Zhongshan) Co Ltd,TCL,Dehumidifier,DET 50PE,",DEA 50E, DEG 50E, TDE-50EA1/DEG(ES),",2,50,Yes,11/30/2016,12/23/2016,"United States, Canada",ES_1138819_DET 50PE_12262016112439_1479091,No
2286976,TCL Delonghi Home Appliances (Zhongshan) Co Ltd,TCL,Dehumidifier,DET 70PEP,",DEA 70EP, DEG 70EP, TDE-70EPA1/DEG(ES),; ,DET 70PE, DEA 70E, DEG 70E, TDE-70EA1/DEG(ES),",2,70,Yes,11/30/2016,12/23/2016,"United States, Canada",ES_1138819_DET 70PEP_12262016112450_1490371,No
2288891,TCL Delonghi Home Appliances (Zhongshan) Co Ltd,TCL,Dehumidifier,DET 70PEP,",DET 70PE,",2,70,Yes,01/17/2017,01/19/2017,"United States, Canada",ES_1138819_DET 70PEP_01192017074630_1990759,No
2319032,TCL Delonghi Home Appliances (Zhongshan) Co Ltd,TCL,Dehumidifier,DETP 30E,,2,30,Yes,04/28/2018,04/28/2018,"United States, Canada",ES_1138819_DETP 30E_04282018080414_2654865,No
2319031,TCL Delonghi Home Appliances (Zhongshan) Co Ltd,TCL,Dehumidifier,DETP 50E,,2,50,Yes,04/28/2018,04/28/2018,"United States, Canada",ES_1138819_DETP 50E_04282018080609_2769043,No
2319030,TCL Delonghi Home Appliances (Zhongshan) Co Ltd,TCL,Dehumidifier,DETP 70EP,",DETP 70E,",2,70,Yes,04/28/2018,04/28/2018,"United States, Canada",ES_1138819_DETP 70EP_04282018080647_2807528,No
2324742,TCL Delonghi Home Appliances (Zhongshan) Co Ltd,TCL,Dehumidifier,TDW30E19,,2,30,Yes,08/24/2018,08/24/2018,"United States, Canada",ES_1138819_TDW30E19_08242018051546_7746379,No
2324743,TCL Delonghi Home Appliances (Zhongshan) Co Ltd,TCL,Dehumidifier,TDW50E19,,2,50,Yes,08/24/2018,08/24/2018,"United States, Canada",ES_1138819_TDW50E19_08242018052854_8534249,No
2324744,TCL Delonghi Home Appliances (Zhongshan) Co Ltd,TCL,Dehumidifier,TDW70EB19,,2,70,Yes,08/24/2018,08/24/2018,"United States, Canada",ES_1138819_TDW70EB19_08242018053613_8973093,No
2324745,TCL Delonghi Home Appliances (Zhongshan) Co Ltd,TCL,Dehumidifier,TDW70EPB19,,2,70,Yes,08/24/2018,08/24/2018,"United States, Canada",ES_1138819_TDW70EPB19_08242018053653_9013817,No
2296839,Therma-Stor Products,Basement Systems,Sani-Dry,Sani-Dry,,2.4,70,Yes,01/01/2012,12/09/2011,United States,ES_15849_Sani-Dry_05312013111209_2086420,Yes
2296838,Therma-Stor Products,Crawlspace Concepts,Compact Air Plus,Compact Air Plus,",Compact Air Plus,4033610",2.4,70,Yes,01/01/2012,12/09/2011,United States,ES_15849_Compact Air Plus_05312013111209_3243655,Yes
2296841,Therma-Stor Products,Crawlspace Depot,70V,70V,",70V,4033790",2.4,70,Yes,01/01/2012,12/09/2011,United States,ES_15849_70V_05112017100959_860712,Yes
2334423,Gree Electric Appliances Inc. of Zhuhai,TOSOT,TDEH50C-N116A2,TDEH50C-N116A2,,2,50,No,03/01/2019,02/28/2019,"United States, Canada",ES_1105164_TDEH50C-N116A2_02282019110201_70216969,No
2284018,Haier America,Haier,Dehumidifier,HEN30ET,"Dehumidifier,HEN30ET-L, HEN30ET-T,",2,30,Yes,11/01/2016,11/13/2016,"United States, Canada",ES_31566_HEN30ET_11142016074805_9685286,No
2282834,Haier America,Haier,Dehumidifier,HEN70ETFP,",HEN70ETFP-E; HEN70ETF; HEN70ET-L,",2,70,Yes,10/10/2016,10/27/2016,"United States, Canada",ES_31566_HEN70ETFP_11012016104713_7233183,No
2334848,Heat Controller Inc.,Coast air,Dehumidifiers,CED301B,,2,30,Yes,03/18/2019,03/18/2019,"United States, Canada",ES_17771_CED301B_03182019075745_5865632,No
2293294,Heat Controller Inc.,Coast Aire,Dehumidifiers,CED301B,,2,30,Yes,03/27/2017,03/27/2017,"United States, Canada",ES_17771_CED301B_03292017062409_8649931,No
2293297,Heat Controller Inc.,Coast Aire,Dehumidifiers,CED501B,,2,50,Yes,03/27/2017,03/27/2017,"United States, Canada",ES_17771_CED501B_03292017062424_8664407,No
2293293,Heat Controller Inc.,Coast Aire,Dehumidifiers,CED701B,,2,70,Yes,03/27/2017,03/27/2017,"United States, Canada",ES_17771_CED701B_03292017062437_8677702,No
2292138,Heat Controller Inc.,Comfort Aire,Dehumidifier,BHDP-701-H,",BHD-701-H,",2,70,Yes,03/07/2017,03/07/2017,United States,ES_17771_BHDP-701-H_04182014144137_2097957,No
2290403,Heat Controller Inc.,Comfort-Aire,Dehumidifier,BHD-301-H,,2,30,Yes,06/01/2013,02/09/2017,United States,ES_1105798_HEAT CONTROLLER INC (75963) | BHD-301-H_05152013162801_5281072,No
2290402,Heat Controller Inc.,Comfort-Aire,Dehumidifier,BHD-501-H,"Dehumidifier,BHDP-501-H,",2,50,Yes,06/01/2013,02/09/2017,United States,ES_1105798_HEAT CONTROLLER INC (75963) | BHD-501-H_05152013162911_5351480,No
2290404,Heat Controller Inc.,Comfort-Aire,Dehumidifier,BHDP-951-H,,2.8,95,Yes,01/25/2017,02/09/2017,United States,ES_17771_BHDP-951-H_02102017083700_5820621,No
2312730,Hisense (Guangdong) Air Conditioning Co. Ltd,fridgemaster,Dehumidifier,FD-50K1SFRE,,2,50,Yes,03/15/2018,03/15/2018,United States,ES_1115137_FD-50K1SFRE_03152018091757_5477519,No
2312731,Hisense (Guangdong) Air Conditioning Co. Ltd,fridgemaster,Dehumidifier,FD-70KP1SFRE,",FD-70K1SFRE,",2,70,Yes,03/15/2018,03/15/2018,United States,ES_1115137_FD-70KP1SFRE_03152018092402_5842664,No
2325687,Hisense (Guangdong) Air Conditioning Co. Ltd,Hisense,Dehumidifier,DH-30K1SHSE00,,2,30,Yes,09/10/2018,09/07/2018,"United States, Canada",ES_1115137_DH-30K1SHSE00_09102018050834_6114943,No
2325686,Hisense (Guangdong) Air Conditioning Co. Ltd,Hisense,Dehumidifier,DH-30K1SHTE00,,2,30,Yes,09/10/2018,09/07/2018,"United States, Canada",ES_1115137_DH-30K1SHTE00_09102018050913_6153149,No
2325682,Hisense (Guangdong) Air Conditioning Co. Ltd,Hisense,Dehumidifier,DH-35K1SHSE00,,2,35,Yes,09/10/2018,09/07/2018,"United States, Canada",ES_1115137_DH-35K1SHSE00_09102018050946_6186937,No
2325683,Hisense (Guangdong) Air Conditioning Co. Ltd,Hisense,Dehumidifier,DH-35K1SHTE00,,2,35,Yes,09/10/2018,09/07/2018,"United States, Canada",ES_1115137_DH-35K1SHTE00_09102018051125_6285910,No
2282853,Hisense (Guangdong) Air Conditioning Co. Ltd,Hisense,Dehumidifier,DH35K1W,",DH-35K1SGPE00,",2,35,Yes,10/20/2016,10/31/2016,"United States, Canada",ES_1115137_DH35K1W_11012016103343_6423694,No
2325734,Hisense (Guangdong) Air Conditioning Co. Ltd,Hisense,Dehumidifier,DH-50K1SGPE00,,2,50,Yes,09/10/2018,09/07/2018,"United States, Canada",ES_1115137_DH-50K1SGPE00_09102018065804_2684157,No
2325733,Hisense (Guangdong) Air Conditioning Co. Ltd,Hisense,Dehumidifier,DH-50K1SGVE00,,2,50,Yes,09/10/2018,09/07/2018,"United States, Canada",ES_1115137_DH-50K1SGVE00_09102018065840_2720848,No
2282855,Hisense (Guangdong) Air Conditioning Co. Ltd,Hisense,Dehumidifier,DH50K1W,",DH-50K1SFQE00, DH-50KP1SFQE00,; ,DH-50K1SFQE01, DH-50KP1SFQE01,; ,DH-50K1SFRE00,; ,DH-50K1SFRE01, DH-50KP1SFRE01,; ,DH50KP1WG; DH-50K1SFRE; CDH-50K1SFRE,",2,50,Yes,10/20/2016,10/31/2016,"United States, Canada",ES_1115137_DH50K1W_11012016103454_6494354,No
2288893,Hisense (Guangdong) Air Conditioning Co. Ltd,Hisense,Dehumidifier,DH-60K1SFRE00,",DH-60K1SFQE00,",2,60,Yes,01/19/2017,01/19/2017,Canada,ES_1115137_DH-60K1SFRE00_01192017083818_5098412,No
2325832,Hisense (Guangdong) Air Conditioning Co. Ltd,Hisense,Dehumidifier,DH7019K1G,,2,70,Yes,09/10/2018,01/11/2019,"United States, Canada",ES_1138819_DH7019K1G_09132018051859_5939814,No
2325834,Hisense (Guangdong) Air Conditioning Co. Ltd,Hisense,Dehumidifier,DH7019KP1WG,,2,70,Yes,09/10/2018,01/11/2019,"United States, Canada",ES_1138819_DH7019KP1WG_09132018051927_5967162,No
2325833,Hisense (Guangdong) Air Conditioning Co. Ltd,Hisense,Dehumidifier,DH7019W1WG,,2,70,Yes,09/10/2018,01/11/2019,"United States, Canada",ES_1138819_DH7019W1WG_09132018051954_5994535,No
2282858,Hisense (Guangdong) Air Conditioning Co. Ltd,Hisense,Dehumidifier,DH70K1G,",CDH-70K1SFRE; CDH-70KP1SFRE; CDH-70W1SFRE,; ,DH-70K1SFQE00, DH-70KP1SFQE00,; ,DH-70K1SFRE00; DH-70KP1SFRE00,; ,DH-70W1SFQE00, DH-70W1SFRE00,; ,DH70KP1WG; DH-70K1SFRE; DH-70KP1SFRE; DH-70W1SFRE,; ,DH70W1WG,",2,70,Yes,10/20/2016,10/31/2016,"United States, Canada",ES_1115137_DH70K1G_11012016103627_6587531,No
2287584,"Homeeasy Industrial Co., Ltd",Emerson,Dehumidifier,EAD30E1,,2,30,Yes,11/30/2016,12/26/2016,"United States, Canada",ES_1138039_EAD30E1_12262016112502_1502644,No
2287585,"Homeeasy Industrial Co., Ltd",Emerson,Dehumidifier,EAD50E1,,2,50,Yes,11/30/2016,12/26/2016,"United States, Canada",ES_1138039_EAD50E1_12262016112514_1514047,No
2287586,"Homeeasy Industrial Co., Ltd",Emerson,Dehumidifier,EAD70EP1,",EAD70E1,",2,70,Yes,11/30/2016,12/26/2016,"United States, Canada",ES_1138039_EAD70EP1_12262016112533_1533475,No
2294268,"Homeeasy Industrial Co., Ltd",Emerson Quiet Kool,Dehumidifier,E*D30E1,,2,30,Yes,04/12/2017,04/12/2017,"United States, Canada",ES_1138039_E*D30E1_04132017074030_9230914,No
2294267,"Homeeasy Industrial Co., Ltd",Emerson Quiet Kool,Dehumidifier,E*D50E1,,2,50,Yes,04/12/2017,04/12/2017,"United States, Canada",ES_1138039_E*D50E1_04132017074044_9244553,No
2294265,"Homeeasy Industrial Co., Ltd",Emerson Quiet Kool,Dehumidifier,E*D70EP1,",E*D70E1,",2,73,Yes,04/12/2017,04/12/2017,"United States, Canada",ES_1138039_E*D70EP1_04132017074059_9259315,No
2285009,Home Hardware Stores Limited,CLASSIC,Dehumidifiers,MDCDP-30AEN1-BB0,,2,30,Yes,11/29/2016,11/29/2016,"United States, Canada",ES_1136068_MDCDP-30AEN1-BB0_11302016115107_6667864,No
2285008,Home Hardware Stores Limited,CLASSIC,Dehumidifiers,MDCDP-45AEN1-BB0,,2,45,Yes,11/29/2016,11/29/2016,"United States, Canada",ES_1136068_MDCDP-45AEN1-BB0_11302016115125_6685362,No
2285007,Home Hardware Stores Limited,CLASSIC,Dehumidifiers,MDCDP-70AEN1-BB0,,2,70,Yes,11/29/2016,11/29/2016,"United States, Canada",ES_1136068_MDCDP-70AEN1-BB0_11302016115140_6700453,No
2298486,Honeywell International Inc.,Honeywell,DR120A3000,DR120A3000,,2.83,120,Yes,07/01/2017,06/23/2017,United States,ES_1020554_DR120A3000_06212017093549_1574975,No
2298487,Honeywell International Inc.,Honeywell,DR65A3000,DR65A3000,,2.3,65,Yes,07/01/2017,06/23/2017,United States,ES_1020554_DR65A3000_06132017163317_2167932,Yes
2298485,Honeywell International Inc.,Honeywell,DR90A3000,DR90A3000,,2.88,90,Yes,07/01/2017,06/23/2017,United States,ES_1020554_DR90A3000_06212017093356_1289178,No
2301597,Innovative Dehumidifier Systems LLC,INNOVATIVE,IW-25-3,IW-25-3,,2.2,25,Yes,07/25/2017,08/03/2017,United States,ES_1133388_IW-25-3_07252017133202_2139856,Yes
2295466,International Refrigeration Products,Sea Breeze,Dehumidifiers,DH470SMA,",DH470SMPA,",2,70,Yes,12/27/2016,12/27/2016,"United States, Canada",ES_1108715_DH470SMA_12292016090509_2309239,No
2295464,International Refrigeration Products,Sea Breeze,Dehumidifiers,DH495SMA,",DH495SMPA,",2.8,95,Yes,12/27/2016,12/27/2016,"United States, Canada",ES_1108715_DH495SMA_12292016090619_2379105,No
2295467,International Refrigeration Products,Thermal Zone,Dehumidifiers,DH470SMA,",DH470SMPA,",2,70,Yes,12/27/2016,12/27/2016,"United States, Canada",ES_1108715_DH470SMA_12292016090541_2341753,No
2295465,International Refrigeration Products,Thermal Zone,Dehumidifiers,DH495SMA,",DH495SMPA,",2.8,95,Yes,12/27/2016,12/27/2016,"United States, Canada",ES_1108715_DH495SMA_12292016090651_2411201,No
2324306,"Jiangsu Shinco Electrical Appliances Co., Ltd.",Shinco®,SDZ1-50P,SDZ1-50P,,2.01,50,Yes,08/01/2018,08/13/2018,United States,ES_1080929_SDZ1-50P_08082018163443_1443292,No
2328246,"Jiangsu Shinco Electrical Appliances Co., Ltd.",Shinco®,SDZ1-70P/P,SDZ1-70P/P,,2,70,Yes,10/15/2018,10/18/2018,United States,ES_1080929_SDZ1-70P/P_10182018093342_7344629,No
2290774,"JMA North America, LLC",Honeywell,Dehumidifier,DH45W,,2,50,Yes,10/15/2014,02/15/2017,United States,ES_1130569_DH45W_11122014050354_8634420,No
2290773,"JMA North America, LLC",Honeywell,Dehumidifier,DH50PW,",DH50W,",2,50,Yes,11/01/2014,02/15/2017,United States,ES_1130569_DH50PW_11122014050110_8470454,No
2290772,"JMA North America, LLC",Honeywell,Dehumidifier,DH70PW,"Dehumidifier,DH70W,",2,70,Yes,11/01/2014,02/15/2017,United States,ES_1130569_DH70PW_11122014050311_8591078,No
2322215,"JMA North America, LLC",Honeywell,Dehumidifier,TP30**,,2,30,Yes,07/04/2018,07/04/2018,United States,ES_1130569_TP30**_07042018081020_1820622,No
2322216,"JMA North America, LLC",Honeywell,Dehumidifier,TP50**,,2,50,Yes,07/04/2018,07/04/2018,United States,ES_1130569_TP50**_07042018082111_2471733,No
2322217,"JMA North America, LLC",Honeywell,Dehumidifier,TP70**,,2,70,Yes,07/04/2018,07/04/2018,United States,ES_1130569_TP70**_07042018082510_2710010,No
2322218,"JMA North America, LLC",Honeywell,Dehumidifier,TP70P**,,2,70,Yes,07/04/2018,07/04/2018,United States,ES_1130569_TP70P**_07042018082600_2760842,No
2284795,Kaz Incorporated,Honeywell,Dehumidifier,HDK030V2,,2,30,Yes,11/05/2016,11/23/2016,Canada,ES_1026671_HDK030V2_11232016091759_2679232,No
2284796,Kaz Incorporated,Honeywell,Dehumidifier,HDK040V2,,2,40,Yes,11/05/2016,11/23/2016,Canada,ES_1026671_HDK040V2_11232016092000_2800816,No
2284801,Kaz Incorporated,Honeywell,Dehumidifier,HDK070V2,,2,70,Yes,11/05/2016,11/23/2016,Canada,ES_1026671_HDK070V2_11232016091638_2598379,No
2290932,Kenmore,Kenmore,251.5555051,251.5555051,",50BT,",2,50,No,04/01/2015,03/24/2015,United States,ES_15649_251.55550510_03202015150155_6835443,No
2292044,Kenmore,Kenmore,251.5557051,251.5557051,",70BT,",2,70,No,04/01/2015,03/24/2015,United States,ES_15649_251.55570510_03172015151659_7263452,No
2292619,"LG Electronics, Inc.",LG,UD551GKG3,UD551GKG3,,2,55,Yes,03/01/2017,03/16/2017,"United States, Canada",ES_1118034_UD551GKG3_03142017162443_1310388,No
2312967,"LG Electronics, Inc.",LG,UD551GKG3,UD551GKG3,,2,55,Yes,03/13/2018,03/13/2018,Canada,ES_1118034_UD551GKG3_03132018114828_70176727,No
2281691,"LG Electronics, Inc.",LG,UD701KOG3,UD701KOG3,,2,70,Yes,10/25/2016,10/17/2016,"United States, Canada",ES_1118034_UD701KOG3_10182016133857_675470,No
2312968,"LG Electronics, Inc.",LG,UD701KOG3,UD701KOG3,,2,70,Yes,03/13/2018,03/13/2018,"United States, Canada",ES_1118034_UD701KOG3_03132018114828_70176727,No
2295351,"Living Direct, Inc.",Edgestar,Dehumidifier,DEP501WP,,2,50,Yes,05/02/2017,05/02/2017,"United States, Canada",ES_1074063_DEP501WP_05032017041346_4826421,No
2289286,"Living Direct, Inc.",Edgestar,Dehumidifier,DEP701WP,,2,70,Yes,01/24/2017,01/24/2017,United States,ES_1074063_DEP701WP_01252017044517_9517924,No
2285584,"Living Direct, Inc.",Whynter,Dehumidifier,RPD-321EW,,2,30,Yes,01/15/2015,12/07/2016,United States,ES_1122240_RPD-321EW_01232015105053_0253649,No
2285583,"Living Direct, Inc.",Whynter,Dehumidifier,RPD-421EW,,2,40,Yes,01/15/2015,12/07/2016,United States,ES_1122240_RPD-421EW_01232015105225_0345891,No
2289293,"Living Direct, Inc.",Whynter,Dehumidifier,RPD-702WP,,2,70,Yes,05/15/2013,01/24/2017,United States,ES_1105798_KAIPING NEW WIDETECH ELECTRIC CO LTD (303117) | RPD-702WP_05032013121853_3533330,No
2287665,MC Appliance,Norpole,Dehumidifier,NPDH30,,2,30,Yes,01/04/2017,01/04/2017,United States,ES_1107227_NPDH30_01052017034153_7713478,No
2330039,MC Appliance,Norpole,Dehumidifier,NPDH301,,2,30,Yes,11/19/2018,11/20/2018,United States,ES_1107227_NPDH301_11202018052639_1599419,No
2287664,MC Appliance,Norpole,Dehumidifier,NPDH50,,2,50,Yes,01/04/2017,01/04/2017,United States,ES_1107227_NPDH50_01052017034249_7769910,No
2330040,MC Appliance,Norpole,Dehumidifier,NPDH701,,2,70,Yes,11/19/2018,11/20/2018,United States,ES_1107227_NPDH701_11202018052656_1616694,No
2285163,"Meijer Distribution, Inc.",Polar Wind,Dehumidifier,MDUDP-30AEN1-BB0,,2,30,Yes,10/25/2016,12/01/2016,United States,ES_21964_MDUDP-30AEN1-BB0_12022016022956_5796892,No
2285162,"Meijer Distribution, Inc.",Polar Wind,Dehumidifier,MDUDP-45AEN1-BB0,",MDCDP-45AEN1-BB0,",2,45,Yes,10/25/2016,12/01/2016,United States,ES_21964_MDUDP-45AEN1-BB0_12022016023027_5827362,No
2285161,"Meijer Distribution, Inc.",Polar Wind,Dehumidifier,MDUDP-70AEN1-BB0B,",MDCDP-70AEN1-BB0,",2,70,Yes,10/25/2016,12/01/2016,United States,ES_21964_MDUDP-70AEN1-BB0B_12022016023106_5866863,No
2283509,Midea America(Canada)Corp.,Comfee,Dehumidifiers,M30DK,,2,30,Yes,11/06/2016,11/06/2016,"United States, Canada",ES_1129046_M30DK_11072016061148_9108220,No
2283510,Midea America(Canada)Corp.,Comfee,Dehumidifiers,M50DK,,2,50,Yes,11/06/2016,11/06/2016,"United States, Canada",ES_1129046_M50DK_11072016061158_9118721,No
2283508,Midea America(Canada)Corp.,Comfee,Dehumidifiers,M70DK,,2,70,Yes,11/06/2016,11/06/2016,"United States, Canada",ES_1129046_M70DK_11072016061212_9132644,No
2324648,Midea America Corp.,Arctic King,Dehumidifier,AKDP30SR81,,2,30,Yes,07/15/2018,07/30/2018,United States,ES_1030337_AKDP30SR81_08222018070910_1750903,No
