ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Product Type,Amplifier Channels,Video Player Type,Tuner Included,Connected Technology,Default Auto Power Down (APD) Timing (min.),Average Power Consumption 2 Minutes Before APD (Watts),Average Power Consumption 2 Minutes After APD (Watts),Energy Use (Idle) (Watts),Energy Use (Sleep Mode) (Watts),Energy Use (Video Playback) (Watts),Energy Use (Audio Playback) (Watts),Is Amplifier Consumer or Commercial?,Amplifier Input Power at 1/8 Maximum Undistorted Power (Watts),Amplifier Efficiency %,Total Idle State Allowance (W) ,Total Sleep Mode Allowance (W)  ,Date Available On Market,Date Certified,Markets,CB Model Identifier
2294441,"Funai Corporation, Inc.",Sanyo,Blu-ray Disc / DVD Player,FWBP706F C,,Blu-ray Disc Player,N/A,Blu-ray Disc,No,"802.11 WiFi,Ethernet",25,5.2,0.3,5.1,0.3,7,5.8,N/A,,,N/A,4,06/12/2017,04/06/2017,"United States, Canada",ES_45054.0_FWBP706F C_04182017043731_0251712
2294445,"Funai Corporation, Inc.",Sanyo,Blu-ray Disc / DVD Player,FWBP505F Q,,Blu-ray Disc Player,N/A,Blu-ray Disc,No,N/A,25,3.9,0.3,3.9,0.3,5.5,4.4,N/A,,,N/A,1,06/05/2017,04/06/2017,"United States, Canada",ES_45054.0_FWBP505F Q_04182017052741_3261419
2296580,"Funai Corporation, Inc.",Sanyo,Blu-ray Disc / DVD Player,FWBP507FF,,Blu-ray Disc Player,N/A,Blu-ray Disc,No,N/A,25,3.9,0.3,3.9,0.3,5.5,4.4,N/A,,,N/A,1,11/15/2017,05/25/2017,"United States, Canada",ES_45054.0_FWBP507FF_05252017005357_3637048
2186664,MUSIC Tribe Manufacturing PH Ltd.,LAB.GRUPPEN,E Series,E 12:2,",E 4:2,; ,E 8:2,; ,E2:2,",Audio Amplifier - Full Spectrum,2.1,N/A,No,N/A,20,0.7,0,0.7,0,,,Commercial,36.5,67,N/A,1,01/01/2012,07/22/2013,"United States, Switzerland, Taiwan, Japan, Canada",ES_1105798_LAB.GRUPPEN AB (694821) | E 12:2_07312013013958_4798854
2195085,MUSIC Tribe Manufacturing PH Ltd.,LAB.GRUPPEN,LUCIA120/2M,LUCIA120/2M,",LUCIA120/2,",Audio Amplifier - Full Spectrum,2,N/A,No,N/A,20,12.3,1,0,1.1,,,Commercial,39.9,50,N/A,1,06/01/2015,05/04/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1082434_LUCIA120/2M_10252013021728_2666221
2195086,MUSIC Tribe Manufacturing PH Ltd.,LAB.GRUPPEN,LUCIA240/2M,LUCIA240/2M,",LUCIA240/2,",Audio Amplifier - Full Spectrum,2,N/A,No,N/A,20,12.5,1.1,0,1.6,,,Commercial,54.3,56,N/A,1,06/01/2015,05/04/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1082434_LUCIA240/2M_10252013021729_2666221
2241236,MUSIC Tribe Manufacturing PH Ltd.,LAB.GRUPPEN,Lucia 120/1-70,Lucia 120/1-70,,Audio Amplifier - Full Spectrum,1,N/A,No,USB,20,13.7,1.7,0,1.7,,,Commercial,52.1,59,N/A,2,06/01/2015,05/04/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1082434_Lucia 120/1-70_06082015061811_70027769
2241237,MUSIC Tribe Manufacturing PH Ltd.,LAB.GRUPPEN,Lucia 240/1-70,Lucia 240/1-70,,Audio Amplifier - Full Spectrum,1,N/A,No,USB,20,13.8,1.7,0,1.7,,,Commercial,52.8,59,N/A,2,06/01/2015,05/04/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1082434_Lucia 240/1-70_06082015061811_70027769
2282140,MUSIC Tribe Manufacturing PH Ltd.,LAB.GRUPPEN,E SERIES 5:4,E SERIES 5:4,,Audio Amplifier - Full Spectrum,4,N/A,No,N/A,20,29.4,0.7,0,0.7,,,Commercial,68.9,45,N/A,1,10/27/2016,10/04/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1082434_E SERIES 5:4_10242016024052_70077110
2282141,MUSIC Tribe Manufacturing PH Ltd.,LAB.GRUPPEN,E SERIES 10:4,E SERIES 10:4,,Audio Amplifier - Full Spectrum,4,N/A,No,N/A,20,31.5,0.8,0,0.8,,,Commercial,110.9,56,N/A,1,10/27/2016,10/04/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1082434_E SERIES 10:4_10242016024052_70077110
2285010,MUSIC Tribe Manufacturing PH Ltd.,LAB.GRUPPEN,Lucia 60/1-70,Lucia 60/1-70,,Audio Amplifier - Full Spectrum,1,N/A,No,USB,21,12.4,1,0,1,,,Commercial,16.5,,N/A,2,11/15/2016,11/08/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1082434_Lucia 60/1-70_11292016050213_70086693
2285011,MUSIC Tribe Manufacturing PH Ltd.,LAB.GRUPPEN,Lucia 60/2,Lucia 60/2,,Audio Amplifier - Full Spectrum,2,N/A,No,USB,21,13,1,0,1,,,Commercial,14.8,,N/A,2,11/15/2016,11/08/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1082434_Lucia 60/2_11292016050213_70086693
2285012,MUSIC Tribe Manufacturing PH Ltd.,LAB.GRUPPEN,Lucia 60/2M,Lucia 60/2M,,Audio Amplifier - Full Spectrum,2,N/A,No,USB,21,12.5,1,0,1,,,Commercial,15,,N/A,2,11/15/2016,11/08/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1082434_Lucia 60/2M_11292016050213_70086693
2330878,"NEEC Audio Barcelona, S.L.",ECLER,GPA2-400ES,GPA2-400ES,,Audio Amplifier - Full Spectrum,2,N/A,No,N/A,2,99.1,0.5,23.7,0.5,,,Commercial,99.1,58,N/A,1,01/10/2018,12/07/2018,"United States, Canada",ES_1133828.0_GPA2-400ES_11072018075835_7515629
2331104,"NEEC Audio Barcelona, S.L.",ECLER,HSA2-400ES,HSA2-400ES,,Audio Amplifier - Full Spectrum,2,N/A,No,N/A,2,114.6,0.5,22.9,0.5,,,Commercial,88.4,56,N/A,1,12/11/2015,12/07/2018,"United States, Canada",ES_1133828.0_HSA2-400ES_12102018005452_3292224
2195161,Panasonic,Panasonic,DVD-S700,DVD-S700,,"CD Player,DVD Player",N/A,DVD with Upconversion,No,N/A,25,6.1,0.4,6.1,0.4,6.2,6.1,Consumer,,,N/A,1,11/18/2013,11/20/2013,"United States, Canada",ES_31845_DVD-S700_11192013113244_5501977
2195162,Panasonic,Panasonic,DVD-S500,DVD-S500,,"CD Player,DVD Player",N/A,DVD,No,N/A,25,5.5,0.5,5.5,0.5,5.9,5.7,Consumer,,,N/A,1,11/18/2013,11/20/2013,"United States, Canada",ES_31845_DVD-S500_11192013135231_2092553
2199567,Panasonic,Panasonic,SC-HC39,SC-HC39,,"Clock Radio,CD Player,Compact/Shelf Audio System",2,CD,Yes,Bluetooth,20,5.8,0.1,5.8,0.1,0,7.2,Consumer,7.8,22,N/A,2,02/01/2014,12/10/2013,"United States, Canada",ES_31845_SC-HC39_12312013111606_6529046
2246594,"QSC, LLC",QSC,SPA,SPA2-60,,Audio Amplifier - Full Spectrum,2,N/A,No,N/A,30,95.4,0.3,95.4,0.3,,,Commercial,37,44,N/A,1,10/15/2015,08/27/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1114777.0_SPA2-60_08272015194530_4730192
2246595,"QSC, LLC",QSC,SPA,SPA4-60,,Audio Amplifier - Full Spectrum,4,N/A,No,N/A,30,98.6,0.5,98.6,0.5,,,Commercial,64.3,,N/A,1,10/15/2015,08/27/2015,"United States, Switzerland, Taiwan, Japan, Canada",ES_1114777.0_SPA4-60_08272015194947_4987503
2269781,"QSC, LLC",QSC,SPA2-200,SPA2-200,,Audio Amplifier - Full Spectrum,2,N/A,No,N/A,25,7.3,0.5,7.3,0.5,,,Commercial,68.5,58,N/A,1,06/21/2016,06/15/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1114777.0_SPA2-200_06152016143328_1208118
2269782,"QSC, LLC",QSC,SPA4-100,SPA4-100,,Audio Amplifier - Full Spectrum,4,N/A,No,N/A,25,10.1,0.6,10.1,0.6,,,Commercial,65.7,47,N/A,1,06/21/2016,06/15/2016,"United States, Switzerland, Taiwan, Japan, Canada",ES_1114777.0_SPA4-100_06152016145326_2406126
2181005,"Samsung Electronics Co., Ltd.",Samsung,DVD-E360,DVD-E360,,Other,N/A,DVD,No,N/A,25,5.8,0.4,4.9,0.4,5.8,5.8,Consumer,,,N/A,1,05/15/2013,05/16/2013,"United States, Switzerland, Canada",ES_1105798_SAMSUNG ELECTRONICS CO LTD VISUAL DISPLAY DIV (272077) | DVD-E360_05162013095402_8042037
2181555,"Samsung Electronics Co., Ltd.",Samsung,DVD-C500,DVD-C500,,Other,N/A,DVD,No,N/A,25,5.8,0.5,4.9,0.5,5.8,5.8,Consumer,,,N/A,1,05/25/2013,05/24/2013,United States,ES_1105798_SAMSUNG ELECTRONICS CO LTD VISUAL DISPLAY DIV (272077) | DVD-C500_05282013101044_5844496
2232613,"Samsung Electronics Co., Ltd.",Samsung,BD-J5100,BD-J5100,"BD-JM51,BD-JM51,; BD-JM51C,BD-JM51C,",Blu-ray Disc Player,N/A,N/A,No,N/A,25,4.5,0.3,0,0.3,4.5,4.5,Consumer,,,N/A,1,02/23/2015,02/02/2015,"United States, Switzerland, Canada",ES_1023593.0_BD-J5100_02042015083453_8893750
2232695,"Samsung Electronics Co., Ltd.",Samsung,BD-J5900,BD-J5900,"BD-JM59,BD-JM59,; BD-JM59C,BD-JM59C,",Blu-ray Disc Player,N/A,N/A,No,N/A,25,4.5,0.3,0,0.3,4.5,4.5,Consumer,,,N/A,1,02/23/2015,02/02/2015,"United States, Switzerland, Canada",ES_1023593.0_BD-J5900_02052015011636_8996540
2232696,"Samsung Electronics Co., Ltd.",Samsung,BD-J5700,BD-J5700,"BD-JM57,BD-JM57,; BD-JM57C,BD-JM57C,",Blu-ray Disc Player,N/A,N/A,No,N/A,25,4.5,0.3,0,0.3,4.5,4.5,Consumer,,,N/A,1,02/23/2015,02/02/2015,"United States, Switzerland, Canada",ES_1023593.0_BD-J5700_02052015013346_0026577
2232866,"Samsung Electronics Co., Ltd.",Samsung,HW-J355,HW-J355,"HW-J350,HW-J350,; HW-J355,HW-J355,; HW-JM35,HW-JM35,",Audio Amplifier - Limited Bandwidth,2.1,N/A,No,N/A,25,8,0.3,0,0.3,,,Consumer,16.2,,N/A,1,02/23/2015,02/06/2015,"United States, Switzerland, Canada",ES_1023593.0_HW-J355_02102015061854_9134662
2232868,"Samsung Electronics Co., Ltd.",Samsung,HW-J450,HW-J450,"HW-J450,HW-J450,; HW-JM45,HW-JM45,",Audio Amplifier - Limited Bandwidth,2.1,N/A,No,N/A,25,7.4,0.3,0,0.3,,,Consumer,16.2,,N/A,1,02/23/2015,02/06/2015,"United States, Switzerland, Canada",ES_1023593.0_HW-J450_02102015063513_0113504
2232880,"Samsung Electronics Co., Ltd.",Samsung,HW-J6000,HW-J6000,"HW-J4000,HW-J4000,; HW-J6000,HW-J6000,; HW-J6000R,HW-J6000R,; HW-J6001R,HW-J6001R,; HW-J6010R,HW-J6010R,; HW-J6011R,HW-J6011R,; HW-JM4000,HW-JM4000,; HW-JM4000C,HW-JM4000C,; HW-JM6000,HW-JM6000,; HW-JM6000C,HW-JM6000C,",Audio Amplifier - Limited Bandwidth,6.1,N/A,No,N/A,25,5.2,0.3,0,0.3,,,Consumer,16.2,,N/A,1,04/01/2015,02/06/2015,"United States, Switzerland, Canada",ES_1023593.0_HW-J6000_02102015064905_0945418
2234856,"Samsung Electronics Co., Ltd.",Samsung,HW-J250,HW-J250,"HW-J250,HW-J250,; HW-JM25,HW-JM25,; HW-JM25C,HW-JM25C,",Audio Amplifier - Limited Bandwidth,1.1,N/A,No,N/A,25,4.4,0.5,0,0.5,,,Consumer,9,,N/A,1,04/01/2015,03/19/2015,"United States, Switzerland, Canada",ES_1023593.0_HW-J250_03192015043736_9856425
2234857,"Samsung Electronics Co., Ltd.",Samsung,HW-J370,HW-J370,"HW-J370,HW-J370,; HW-JM37,HW-JM37,; HW-JM37C,HW-JM37C,",Audio Amplifier - Limited Bandwidth,1.1,N/A,No,N/A,25,7.7,0.3,0,0.3,,,Consumer,6.1,,N/A,1,04/01/2015,03/19/2015,"United States, Switzerland, Canada",ES_1023593.0_HW-J370_03192015050358_1438733
2234858,"Samsung Electronics Co., Ltd.",Samsung,HW-J470,HW-J470,"HW-J470,HW-J470,; HW-JM47,HW-JM47,",Audio Amplifier - Limited Bandwidth,1.1,N/A,No,N/A,25,8.2,0.3,0,0.3,,,Consumer,16.3,,N/A,1,04/01/2015,03/19/2015,"United States, Switzerland, Canada",ES_1023593.0_HW-J470_03192015062539_6339540
2234860,"Samsung Electronics Co., Ltd.",Samsung,HW-J550,HW-J550,"HW-J550,HW-J550,; HW-J551,HW-J551,; HW-JM55,HW-JM55,; HW-JM55C,HW-JM55C,",Audio Amplifier - Limited Bandwidth,1.1,N/A,No,N/A,25,6.1,0.3,0,0.3,,,Consumer,16.3,,N/A,1,04/01/2015,03/19/2015,"United States, Switzerland, Canada",ES_1023593.0_HW-J550_03192015071059_9059718
2236283,"Samsung Electronics Co., Ltd.",Samsung,HW-JM45C,HW-JM45C,,Audio Amplifier - Limited Bandwidth,1.1,N/A,No,N/A,25,7.7,0.3,0,0.3,,,Consumer,16.3,,N/A,1,06/30/2015,04/13/2015,Canada,ES_1023593.0_HW-JM45C_04142015054241_0161776
2238004,"Samsung Electronics Co., Ltd.",Samsung,HW-H500,HW-H500,,Audio Amplifier - Full Spectrum,2.1,N/A,No,N/A,25,17.8,0.3,0,0.3,,,Consumer,17.8,,N/A,1,07/20/2014,07/15/2014,"United States, Switzerland, Canada",ES_1023593.0_HW-H500_04222015072328_7408035
2253960,"Samsung Electronics Co., Ltd.",Samsung,BD-J4500,BD-J4500,"BD-J4500,BD-J4500,; BD-J4500R,BD-J4500R,",Blu-ray Disc Player,N/A,N/A,No,N/A,25,5.2,0.3,0,0.3,5.2,5.2,Consumer,,,N/A,1,12/16/2015,11/27/2015,"United States, Switzerland, Canada",ES_1023593.0_BD-J4500_12012015072524_4724488
2257811,"Samsung Electronics Co., Ltd.",Samsung,HW-K450,HW-K450,"HW-K430,HW-K430,; HW-K460,HW-K460,; HW-KM45,HW-KM45,; HW-KM45C,HW-KM45C,",Audio Amplifier - Limited Bandwidth,4.1,N/A,No,N/A,15,5.6,0.3,0,0.3,,,Consumer,24.5,58,N/A,1,03/10/2016,02/05/2015,"United States, Switzerland, Canada",ES_1023593.0_HW-K450_02042016052349_3429761
2257812,"Samsung Electronics Co., Ltd.",Samsung,HW-K360,HW-K360,"HW-K360,HW-K360,; HW-K369,HW-K369,; HW-KM36,HW-KM36,; HW-KM36C,HW-KM36C,",Audio Amplifier - Limited Bandwidth,2.1,N/A,No,N/A,15,5.2,0.3,0,0.3,,,Consumer,12,,N/A,1,03/10/2016,02/05/2015,"United States, Switzerland, Canada",ES_1023593.0_HW-K360_02042016051827_3107845
2260246,"Samsung Electronics Co., Ltd.",Samsung,HW-K550,HW-K550,"HW-K551,HW-K551,; HW-K560,HW-K560,; HW-KM55,HW-KM55,; HW-KM55C,HW-KM55C,; HW-KM57C,HW-KM57C,",Audio Amplifier - Limited Bandwidth,4.1,N/A,No,N/A,15,6.2,0.3,0,0.3,,,Consumer,,,N/A,1,03/10/2016,02/18/2016,"United States, Switzerland, Canada",ES_1023593.0_HW-K550_02182016044242_0562628
2260682,"Samsung Electronics Co., Ltd.",Samsung,HW-K370,HW-K370,"HW-K380,HW-K380,; HW-KM37,HW-KM37,; HW-KM37C,HW-KM37C,; HW-KM38,HW-KM38,; HW-KM39,HW-KM39,",Audio Amplifier - Limited Bandwidth,2.1,N/A,No,N/A,15,5.5,0.3,0,0.3,,,Consumer,12.3,,N/A,1,03/20/2016,02/24/2016,"United States, Canada",ES_1023593.0_HW-K370_02242016082624_2384222
2260685,"Samsung Electronics Co., Ltd.",Samsung,HW-K470,HW-K470,"HW-K480,HW-K480,; HW-KM47,HW-KM47,; HW-KM47C,HW-KM47C,",Audio Amplifier - Limited Bandwidth,4.1,N/A,No,N/A,15,5.6,0.3,0,0.3,,,Consumer,24.7,58,N/A,1,03/20/2016,02/24/2016,"United States, Switzerland, Canada",ES_1023593.0_HW-K470_02242016083041_2641083
2289198,"Samsung Electronics Co., Ltd.",Samsung,HW-M450,HW-M450,"HW-M460,HW-M460,; HW-M495,HW-M495,; HW-MM45,HW-MM45,; HW-MM45C,HW-MM45C,",Audio Amplifier - Limited Bandwidth,2.1,N/A,No,N/A,15,5.3,0.2,0,0.2,,,Consumer,22,74,N/A,1,02/10/2017,01/22/2017,"United States, Canada",ES_1023593.0_HW-M450_01232017065627_4587531
2289207,"Samsung Electronics Co., Ltd.",Samsung,HW-M360,HW-M360,"HW-M369,HW-M369,; HW-M395,HW-M395,; HW-MM36,HW-MM36,; HW-MM36C,HW-MM36C,; HW-MM37,HW-MM37,",Audio Amplifier - Limited Bandwidth,2.1,N/A,No,N/A,15,4.5,0.2,0,0.2,,,Consumer,12,56,N/A,1,02/10/2017,01/22/2017,"United States, Canada",ES_1023593.0_HW-M360_01232017065610_4570663
2290143,"Samsung Electronics Co., Ltd.",Samsung,HW-M4500,HW-M4500,"HW-M4500C,HW-M4500C,; HW-M4501,HW-M4501,; HW-M4510,HW-M4510,; HW-M4511,HW-M4511,; HW-M4990,HW-M4990,; HW-M4991,HW-M4991,; HW-MM4500,HW-MM4500,; HW-MM4500C,HW-MM4500C,",Audio Amplifier - Limited Bandwidth,2,N/A,No,N/A,15,4.6,0.2,0,0.2,,,Consumer,24,78,N/A,1,02/28/2017,02/06/2017,"United States, Switzerland, Canada",ES_1023593.0_HW-M4500_02072017120755_9275338
2290144,"Samsung Electronics Co., Ltd.",Samsung,HW-M550,HW-M550,"HW-M560,HW-M560,; HW-M595,HW-M595,; HW-MM55,HW-MM55,; HW-MM55C,HW-MM55C,",Audio Amplifier - Limited Bandwidth,2.1,N/A,No,N/A,15,5.8,0.2,0,0.2,,,Consumer,22.5,73,N/A,1,02/28/2017,02/06/2017,"United States, Canada",ES_1023593.0_HW-M550_02072017120855_9335880
2297678,"Samsung Electronics Co., Ltd.",Samsung,HW-M370,HW-M370,,Audio Amplifier - Limited Bandwidth,2.1,N/A,No,N/A,15,4.6,0.2,0,0.2,,,Consumer,12.2,56,N/A,1,06/30/2017,06/18/2017,"United States, Switzerland, Canada",ES_1023593.0_HW-M370_06192017073935_7975744
2300708,"Samsung Electronics Co., Ltd.",Samsung,HW-M430,HW-M430,,Audio Amplifier - Limited Bandwidth,2.1,N/A,No,N/A,15,5.7,0.2,0,0.2,,,Consumer,22.3,74,N/A,1,08/15/2017,07/27/2017,"United States, Switzerland, Canada",ES_1023593.0_HW-M430_07282017004624_2784415
2321513,"Samsung Electronics Co., Ltd.",Samsung,PS-WM20,PS-WM20,"PS-WM30,PS-WM30,",Subwoofer,1,N/A,No,N/A,15,4.5,0.3,0,0.3,,,Consumer,22,53,N/A,1,06/25/2018,06/21/2018,"United States, Canada",ES_1023593.0_PS-WM20_06222018022400_4240610
2330877,"Samsung Electronics Co., Ltd.",Samsung,HW-N450,HW-N450,"HW-N4##,HW-N4##,; HW-N400,HW-N400,; HW-NM4##,HW-NM4##,; HW-NM45C,HW-NM45C,",Audio Amplifier - Limited Bandwidth,2.1,N/A,No,"Bluetooth, HDMI-CEC",15,5.1,2.5,0,2.5,,,Consumer,20,58,N/A,4,07/10/2018,11/15/2018,United States,ES_1023593.0_HW-N450_11152018070553_5553309
2331015,"Samsung Electronics Co., Ltd.",Samsung,HW-N650,HW-N650,"HW-MN6##,HW-MN6##,; HW-N6##,HW-N6##,; HW-NM65C,HW-NM65C,",Audio Amplifier - Limited Bandwidth,5.1,N/A,No,"Bluetooth, HDMI-CEC",15,7.6,2.5,0,2.5,,,Consumer,23.8,55,N/A,4,07/10/2018,11/15/2018,United States,ES_1023593.0_HW-N650_11152018070630_5590705
2331016,"Samsung Electronics Co., Ltd.",Samsung,HW-N550,HW-N550,"HW-N5##,HW-N5##,; HW-NM5##,HW-NM5##,",Audio Amplifier - Limited Bandwidth,2.1,N/A,No,"Bluetooth, HDMI-CEC",15,6.3,2.5,0,2.5,,,Consumer,22.8,68,N/A,4,07/10/2018,11/15/2018,United States,ES_1023593.0_HW-N550_11152018070610_5570093
