PD_ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Product Type,Motor Design,Reported WEF (kgal/kWh),Percent Above ENERGY STAR Requirement,Minimum WEF,Flow (GPM) at low speed measurement point,Head (ftH20) at low speed measurement point,RPM at low speed measurement point,Power (W) at low speed measurement point,Flow (GPM) at high speed measurement point,RPM at high speed measurement point,Head (ft.H20) at high speed point,Power (W) at high speed measurement point,Speed (RPM),Curve-A Flow (GPM),Curve-A Power (W),Curve-A Energy Factor (Gal/Wh),Curve-C Flow (GPM),Curve-C Power (W),Curve-C Energy Factor (Gal/Wh),Curve-B Flow (GPM),Curve-B Power (W),Curve-B Energy Factor (Gal/Wh),Standby Average Power (W),Motor Construction,Hydraulic Horsepower (HHP),Rated Horsepower (HP),Freeze Protection,PCBP Number of Stages,Connected Functionality,Connects Using,Communication Standard - Application Layer,Communication Hardware Architecture,Network Standby Power (W),Date Available On Market,Date Certified,Markets,ENERGY STAR Model Identifier
2330252,Hayward Industries Inc.,Hayward,PowerFlo VS,SP1580X15VSP,,Above-Ground (Non-Self-Priming) Pool Filter Pump,Variable-speed,10.698,140,4.45,25.01,5.1,1362.56,86.97,51.77,2774.36,22.05,484.55,,48.95,784.12,,64.34,861.28,,30,662.49,,3,Electronically-commutated Motor,0.55,1.1,No,,No,,,,,10/15/2018,11/21/2018,"United States, Canada",ES_1122275_SP1580X15VSP_11272018124253_2573269
2330892,Pentair Aquatic Systems,Pentair,IntelliFlo VSF,011012,,In-Ground (Self-Priming) Pool Filter Pump,Variable-speed,5.838,16,5.04,31.15,7.81,1083.0,151.89,78.41,2750,50.44,1428.67,,72.6,2401.02,,98.41,2764.42,,43.35,1946.85,,,Electronically-commutated Motor,1.966,3,No,,No,,,,,04/11/2005,10/29/2018,"United States, Canada",ES_1122277_011012_12062018204601_9161583
2330893,Pentair Aquatic Systems,Pentair,IntelliFlo VS,011018,,In-Ground (Self-Priming) Pool Filter Pump,Variable-speed,5.838,16,5.04,31.15,7.81,1083.0,151.89,78.41,2750,50.44,1428.67,,72.6,2401.02,,98.41,2764.42,,43.35,1946.85,,,Electronically-commutated Motor,1.966,3,No,,No,,,,,02/17/2011,10/29/2018,"United States, Canada",ES_1122277_011018_12062018204831_9311533
2330897,Pentair Aquatic Systems,Pentair,IntelliFlo 2 VST,011055,,In-Ground (Self-Priming) Pool Filter Pump,Variable-speed,6.117,24,4.95,31.16,7.91,1072.5,133.59,79.53,2760.5,51.97,1468.47,,73.4,2455.43,,99.42,2847.87,,43.77,1975.56,,,Electronically-commutated Motor,2.036,3,No,,No,,,,,01/01/2016,10/29/2018,"United States, Canada",ES_1122277_011055_12062018210233_0153624
2330898,Pentair Aquatic Systems,Pentair,IntelliFlo VSF,011056,,In-Ground (Self-Priming) Pool Filter Pump,Variable-speed,6.117,24,4.95,31.16,7.91,1072.5,133.59,79.53,2760.5,51.97,1468.47,,73.4,2455.43,,99.42,2847.87,,43.77,1975.56,,,Electronically-commutated Motor,2.036,3,No,,No,,,,,05/22/2017,10/29/2018,"United States, Canada",ES_1122277_011056_12062018210526_0326824
2330899,Pentair Aquatic Systems,Pentair,IntelliFlo VS + SVRS,011057,,In-Ground (Self-Priming) Pool Filter Pump,Variable-speed,6.117,24,4.95,31.16,7.91,1072.5,133.59,79.53,2760.5,51.97,1468.47,,73.4,2455.43,,99.42,2847.87,,43.77,1975.56,,,Electronically-commutated Motor,2.036,3,No,,No,,,,,07/01/2016,10/29/2018,"United States, Canada",ES_1122277_011057_12062018210611_0371142
2330900,Pentair Aquatic Systems,Pentair,IntelliPro VS + SVRS,013002,,In-Ground (Self-Priming) Pool Filter Pump,Variable-speed,6.117,24,4.95,31.16,7.91,1072.5,133.59,79.53,2760.5,51.97,1468.47,,73.4,2455.43,,99.42,2847.87,,43.77,1975.56,,,Electronically-commutated Motor,2.036,3,No,,No,,,,,07/01/2016,10/29/2018,"United States, Canada",ES_1122277_013002_12062018211216_0736031
2330901,Pentair Aquatic Systems,Pentair,Shasta IntelliFlo VSF,S-011056,,In-Ground (Self-Priming) Pool Filter Pump,Variable-speed,6.117,24,4.95,31.16,7.91,1072.5,133.59,79.53,2760.5,51.97,1468.47,,73.4,2455.43,,99.42,2847.87,,43.77,1975.56,,,Electronically-commutated Motor,2.036,3,No,,No,,,,,05/22/2017,10/29/2018,"United States, Canada",ES_1122277_S-011056_12062018211251_0771590
2330902,Pentair Aquatic Systems,Pentair,Shasta IntelliFlo VS,S-011058,,In-Ground (Self-Priming) Pool Filter Pump,Variable-speed,6.117,24,4.95,31.16,7.91,1072.5,133.59,79.53,2760.5,51.97,1468.47,,73.4,2455.43,,99.42,2847.87,,43.77,1975.56,,,Electronically-commutated Motor,2.036,3,No,,No,,,,,01/01/2016,10/29/2018,"United States, Canada",ES_1122277_S-011058_12062018211328_0808593
2330938,Pentair Aquatic Systems,Pentair,IntelliFlo VS,011028,,In-Ground (Self-Priming) Pool Filter Pump,Variable-speed,6.117,24,4.95,31.16,7.91,1072.5,133.59,79.53,2760.5,51.97,1468.47,,73.4,2455.43,,99.42,2847.87,,43.77,1975.56,,,Electronically-commutated Motor,2.036,3,No,,No,,,,,03/01/2018,10/29/2018,"United States, Canada",ES_1122277_011028_12062018210200_0120094
2330939,Pentair Aquatic Systems,Pentair,IntelliFlo i1 VS,011059,,In-Ground (Self-Priming) Pool Filter Pump,Variable-speed,7.501,19,6.3,31.21,8.02,1320.5,142.86,65.81,2773,35.38,908.26,,63.68,1588,,82.27,1691.76,,39.53,1352.81,,,Electronically-commutated Motor,1.134,1,No,,No,,,,,01/01/2016,10/29/2018,"United States, Canada",ES_1122277_011059_12062018212854_1734162
2330940,Pentair Aquatic Systems,Pentair,IntelliFlo i2 VS,011060,,In-Ground (Self-Priming) Pool Filter Pump,Variable-speed,6.854,27,5.39,31.21,8.04,1147.5,131.88,74.66,2749,45.44,1219.0,,69.25,2074.4,,93.25,2346.58,,41.81,1729.67,,,Electronically-commutated Motor,1.685,2,No,,No,,,,,01/01/2016,10/29/2018,"United States, Canada",ES_1122277_011060_12062018214145_2505692
2330944,Pentair Aquatic Systems,STA-RITE,IntelliPro VSF,013004,,In-Ground (Self-Priming) Pool Filter Pump,Variable-speed,6.611,28,5.15,31.26,7.99,1117.5,128.34,77.31,2752.5,49.06,1323.18,,70.91,2207.55,,96.67,2583.02,,42.02,1771.17,,,Electronically-commutated Motor,1.873,3,No,,No,,,,,03/15/2017,10/29/2018,"United States, Canada",ES_1122277_013004_12062018215357_3237037
2330945,Pentair Aquatic Systems,STA-RITE,IntelliPro 2 VST,013001,,In-Ground (Self-Priming) Pool Filter Pump,Variable-speed,6.611,28,5.15,31.26,7.99,1117.5,128.34,77.31,2752.5,49.06,1323.18,,70.91,2207.55,,96.67,2583.02,,42.02,1771.17,,,Electronically-commutated Motor,1.873,3,No,,No,,,,,07/01/2016,10/29/2018,"United States, Canada",ES_1122277_013001_12062018215219_3139884
2330946,Pentair Aquatic Systems,STA-RITE,IntelliPro VS,013028,,In-Ground (Self-Priming) Pool Filter Pump,Variable-speed,6.611,28,5.15,31.26,7.99,1117.5,128.34,77.31,2752.5,49.06,1323.18,,70.91,2207.55,,96.67,2583.02,,42.02,1771.17,,,Electronically-commutated Motor,1.873,3,No,,No,,,,,03/01/2018,10/29/2018,"United States, Canada",ES_1122277_013028_12062018215437_3277431
2330947,Pentair Aquatic Systems,Pentair,IntelliFlo XF VS,022055,,In-Ground (Self-Priming) Pool Filter Pump,Variable-speed,5.634,15,4.88,31.16,7.88,1069.5,129.84,80.14,2759.5,52.91,1468.31,,73.37,2578.92,,100.26,2858.49,,43.69,2190.52,,,Electronically-commutated Motor,2.102,3,No,,No,,,,,07/01/2015,10/29/2018,"United States, Canada",ES_1122277_022055_12062018221648_4608520
2330948,Pentair Aquatic Systems,Pentair,IntelliFlo XF VSF,022056,,In-Ground (Self-Priming) Pool Filter Pump,Variable-speed,5.634,15,4.88,31.16,7.88,1069.5,129.84,80.14,2759.5,52.91,1468.31,,73.37,2578.92,,100.26,2858.49,,43.69,2190.52,,,Electronically-commutated Motor,2.102,3,No,,No,,,,,05/22/2017,10/29/2018,"United States, Canada",ES_1122277_022056_12062018221720_4640269
2330949,Pentair Aquatic Systems,Pentair,InteliiPro XF VS,023055,,In-Ground (Self-Priming) Pool Filter Pump,Variable-speed,5.634,15,4.88,31.16,7.88,1069.5,129.84,80.14,2759.5,52.91,1468.31,,73.37,2578.92,,100.26,2858.49,,43.69,2190.52,,,Electronically-commutated Motor,2.102,3,No,,No,,,,,07/01/2015,10/29/2018,"United States, Canada",ES_1122277_023055_12062018221751_4671997
2330950,Pentair Aquatic Systems,Pentair,IntelliPro XF VSF,023056,,In-Ground (Self-Priming) Pool Filter Pump,Variable-speed,5.634,15,4.88,31.16,7.88,1069.5,129.84,80.14,2759.5,52.91,1468.31,,73.37,2578.92,,100.26,2858.49,,43.69,2190.52,,,Electronically-commutated Motor,2.102,3,No,,No,,,,,05/22/2017,10/29/2018,"United States, Canada",ES_1122277_023056_12062018221826_4706063
2330951,Pentair Aquatic Systems,STA-RITE,SuperMax VS,343000,,In-Ground (Self-Priming) Pool Filter Pump,Variable-speed,7.617,8.3,7.03,34.72,9.67,1601.0,174.37,61.82,2847.5,31.03,872.16,,59.01,1433.44,,73.86,1486.1,,37.23,1226.99,,,Electronically-commutated Motor,0.825,1.65,No,,No,,,,,09/15/2013,10/29/2018,"United States, Canada",ES_1122277_343000_12062018222620_5180982
2330952,Pentair Aquatic Systems,STA-RITE,IntelliPro VS,P6E6VS4H-209L,,In-Ground (Self-Priming) Pool Filter Pump,Variable-speed,6.245,21,5.17,31.27,7.91,1114.5,153.99,76.77,2745.5,48.47,1323.21,,70.98,2222.97,,96.07,2561.81,,41.97,1792.15,,,Electronically-commutated Motor,1.853,3,No,,No,,,,,06/23/2011,10/29/2018,"United States, Canada",ES_1122277_P6E6VS4H-209L_12062018223034_5434954
2330953,"Speck Pumps-Pool Products, Inc.",SPECK,BADU SuperPro-II E VSP,BADU SuperPro-II E VSP,,In-Ground (Self-Priming) Pool Filter Pump,Variable-speed,11.2,100,5.54,25.65,5.33,1001.0,77.49,53.96,2130,23.98,528.31,,52.14,991.89,,67.48,994.36,,33.25,985.27,,2,Electronically-commutated Motor,0.636,1.65,No,,No,,,,,03/15/2018,12/06/2018,"United States, Canada",ES_1122881_BADU SuperPro-II E VSP_12062018231135_7895145
2330954,"Speck Pumps-Pool Products, Inc.",Aqua TechniX,MasterFlo-II E VSP,MasterFlo-II E VSP,,In-Ground (Self-Priming) Pool Filter Pump,Variable-speed,11.2,100,5.54,25.65,5.33,1001.0,77.49,53.96,2130,23.98,528.31,,52.14,991.89,,67.48,994.36,,33.25,985.27,,2,Electronically-commutated Motor,0.636,1.65,No,,No,,,,,03/15/2018,12/06/2018,"United States, Canada",ES_1122881_MasterFlo-II E VSP_12062018231208_7928147
2330955,"Speck Pumps-Pool Products, Inc.",SPECK,BADU SuperPro-III CVS,BADU SuperPro-III CVS,,In-Ground (Self-Priming) Pool Filter Pump,Variable-speed,8.9,35,6.57,31.15,7.78,1356.0,115.33,65,2858,34.82,814.28,,58.43,1327.28,,78.65,1441.83,,35.19,1165.17,,3,Electronically-commutated Motor,1.009,1.65,No,,No,,,,,03/15/2018,12/06/2018,"United States, Canada",ES_1122881_BADU SuperPro-III CVS_12062018232148_8508108
2330956,"Speck Pumps-Pool Products, Inc.",Aqua TechniX,MasterFlo-III CVS,MasterFlo-III CVS,,In-Ground (Self-Priming) Pool Filter Pump,Variable-speed,8.9,35,6.57,31.15,7.78,1356.0,115.33,65,2858,34.82,814.28,,58.43,1327.28,,78.65,1441.83,,35.19,1165.17,,3,Electronically-commutated Motor,1.009,1.65,No,,No,,,,,03/15/2018,12/06/2018,"United States, Canada",ES_1122881_MasterFlo-III CVS_12062018232221_8541640
2330967,"Speck Pumps-Pool Products, Inc.",SPECK,BADU SuperPro-V CVS,BADU SuperPro-V CVS,,In-Ground (Self-Priming) Pool Filter Pump,Variable-speed,7.2,24,5.8,31.19,8.05,1224.0,143.49,70.2,2749,40.76,1052.71,,65.14,1785.78,,87.81,1951.57,,39.35,1620.39,,4,Electronically-commutated Motor,1.407,1.65,No,,No,,,,,03/15/2018,12/06/2018,"United States, Canada",ES_1122881_BADU SuperPro-V CVS_12062018233843_9523462
2330968,"Speck Pumps-Pool Products, Inc.",Aqua TechniX,MasterFlo-V CVS,MasterFlo-V CVS,,In-Ground (Self-Priming) Pool Filter Pump,Variable-speed,7.2,24,5.8,31.19,8.05,1224.0,143.49,70.2,2749,40.76,1052.71,,65.14,1785.78,,87.81,1951.57,,39.35,1620.39,,4,Electronically-commutated Motor,1.407,1.65,No,,No,,,,,03/15/2018,12/06/2018,"United States, Canada",ES_1122881_MasterFlo-V CVS_12062018233922_9562801
2331803,"Speck Pumps-Pool Products, Inc.",SPECK,ES90-II VSP,ES90-II VSP,,In-Ground (Self-Priming) Pool Filter Pump,Variable-speed,11.2,100,5.54,25.65,5.33,1001.0,77.49,53.96,2130,23.98,528.31,,52.14,991.89,,67.48,994.36,,33.25,985.27,,2,Electronically-commutated Motor,0.636,1.65,No,,No,,,,,03/15/2018,12/18/2018,"United States, Canada",ES_1122881_ES90-II VSP_12192018221832_7912092
2331804,"Speck Pumps-Pool Products, Inc.",Aqua TechniX,PES90-II VSP,PES90-II VSP,,In-Ground (Self-Priming) Pool Filter Pump,Variable-speed,11.2,100,5.54,25.65,5.33,1001.0,77.49,53.96,2130,23.98,528.31,,52.14,991.89,,67.48,994.36,,33.25,985.27,,2,Electronically-commutated Motor,0.636,1.65,No,,No,,,,,03/15/2018,12/18/2018,"United States, Canada",ES_1122881_PES90-II VSP_12192018221759_7879286
2331830,"Speck Pumps-Pool Products, Inc.",SPECK,EasyFit-III CVS,EasyFit-III CVS,,In-Ground (Self-Priming) Pool Filter Pump,Variable-speed,8.9,35,6.57,31.15,7.78,1356.0,115.33,65,2858,34.82,814.28,,58.43,1327.28,,78.65,1441.83,,35.19,1165.17,,3,Electronically-commutated Motor,1.009,1.65,No,,No,,,,,03/15/2018,12/18/2018,"United States, Canada",ES_1122881_EasyFit-III CVS_12202018150433_8273628
2331831,"Speck Pumps-Pool Products, Inc.",SPECK,N90-III CVS,N90-III CVS,,In-Ground (Self-Priming) Pool Filter Pump,Variable-speed,8.9,35,6.57,31.15,7.78,1356.0,115.33,65,2858,34.82,814.28,,58.43,1327.28,,78.65,1441.83,,35.19,1165.17,,3,Electronically-commutated Motor,1.009,1.65,No,,No,,,,,03/15/2018,12/18/2018,"United States, Canada",ES_1122881_N90-III CVS_12202018150516_8316500
2331832,"Speck Pumps-Pool Products, Inc.",Aqua TechniX,PN90-III CVS,PN90-III CVS,,In-Ground (Self-Priming) Pool Filter Pump,Variable-speed,8.9,35,6.57,31.15,7.78,1356.0,115.33,65,2858,34.82,814.28,,58.43,1327.28,,78.65,1441.83,,35.19,1165.17,,3,Electronically-commutated Motor,1.009,1.65,No,,No,,,,,03/15/2018,12/18/2018,"United States, Canada",ES_1122881_PN90-III CVS_12202018150604_8364783
2331833,"Speck Pumps-Pool Products, Inc.",SPECK,PS165VSP CVS,PS165VSP CVS,,In-Ground (Self-Priming) Pool Filter Pump,Variable-speed,8.9,35,6.57,31.15,7.78,1356.0,115.33,65,2858,34.82,814.28,,58.43,1327.28,,78.65,1441.83,,35.19,1165.17,,3,Electronically-commutated Motor,1.009,1.65,No,,No,,,,,03/15/2018,12/18/2018,"United States, Canada",ES_1122881_PS165VSP CVS_12202018150640_8400059
2331834,"Speck Pumps-Pool Products, Inc.",Aqua TechniX,UniFit-III CVS,UniFit-III CVS,,In-Ground (Self-Priming) Pool Filter Pump,Variable-speed,8.9,35,6.57,31.15,7.78,1356.0,115.33,65,2858,34.82,814.28,,58.43,1327.28,,78.65,1441.83,,35.19,1165.17,,3,Electronically-commutated Motor,1.009,1.65,No,,No,,,,,03/15/2018,12/18/2018,"United States, Canada",ES_1122881_UniFit-III CVS_12202018150730_8450500
2331836,"Speck Pumps-Pool Products, Inc.",SPECK,EasyFit-V CVS,EasyFit-V CVS,,In-Ground (Self-Priming) Pool Filter Pump,Variable-speed,7.2,24,5.8,31.19,8.05,1224.0,143.49,70.2,2749,40.76,1052.71,,65.14,1785.78,,87.81,1951.57,,39.35,1620.39,,4,Electronically-commutated Motor,1.407,1.65,No,,No,,,,,03/15/2018,12/18/2018,"United States, Canada",ES_1122881_EasyFit-V CVS_12202018154400_0640663
2331837,"Speck Pumps-Pool Products, Inc.",SPECK,N90-V CVS,N90-V CVS,,In-Ground (Self-Priming) Pool Filter Pump,Variable-speed,7.2,24,5.8,31.19,8.05,1224.0,143.49,70.2,2749,40.76,1052.71,,65.14,1785.78,,87.81,1951.57,,39.35,1620.39,,4,Electronically-commutated Motor,1.407,1.65,No,,No,,,,,03/15/2018,12/18/2018,"United States, Canada",ES_1122881_N90-V CVS_12202018154425_0665599
2331838,"Speck Pumps-Pool Products, Inc.",Aqua TechniX,PN90-V CVS,PN90-V CVS,,In-Ground (Self-Priming) Pool Filter Pump,Variable-speed,7.2,24,5.8,31.19,8.05,1224.0,143.49,70.2,2749,40.76,1052.71,,65.14,1785.78,,87.81,1951.57,,39.35,1620.39,,4,Electronically-commutated Motor,1.407,1.65,No,,No,,,,,03/15/2018,12/18/2018,"United States, Canada",ES_1122881_PN90-V CVS_12202018155244_1164645
2331839,"Speck Pumps-Pool Products, Inc.",SPECK,PS270VSP CVS,PS270VSP CVS,,In-Ground (Self-Priming) Pool Filter Pump,Variable-speed,7.2,24,5.8,31.19,8.05,1224.0,143.49,70.2,2749,40.76,1052.71,,65.14,1785.78,,87.81,1951.57,,39.35,1620.39,,4,Electronically-commutated Motor,1.407,1.65,No,,No,,,,,03/15/2018,12/18/2018,"United States, Canada",ES_1122881_PS270VSP CVS_12202018155322_1202503
2331840,"Speck Pumps-Pool Products, Inc.",Aqua TechniX,UniFit-V CVS,UniFit-V CVS,,In-Ground (Self-Priming) Pool Filter Pump,Variable-speed,7.2,24,5.8,31.19,8.05,1224.0,143.49,70.2,2749,40.76,1052.71,,65.14,1785.78,,87.81,1951.57,,39.35,1620.39,,4,Electronically-commutated Motor,1.407,1.65,No,,No,,,,,03/15/2018,12/18/2018,"United States, Canada",ES_1122881_UniFit-V CVS_12202018155346_1226106
2331841,"Speck Pumps-Pool Products, Inc.",SPECK,E71-II VHV,E71-II VHV,,Above-Ground (Non-Self-Priming) Pool Filter Pump,Variable-speed,10.3,130,4.5,25.77,5.39,1217.0,92.28,50.81,2424,21.54,531.15,,49.45,988.55,,63.26,987.26,,31.81,990.1,,2,Electronically-commutated Motor,0.524,1,No,,No,,,,,06/01/2017,12/18/2018,"United States, Canada",ES_1122881_E71-II VHV_12202018160514_1914293
2331842,"Speck Pumps-Pool Products, Inc.",Aqua TechniX,PE71-II VHV,PE71-II VHV,,Above-Ground (Non-Self-Priming) Pool Filter Pump,Variable-speed,10.3,130,4.5,25.77,5.39,1217.0,92.28,50.81,2424,21.54,531.15,,49.45,988.55,,63.26,987.26,,31.81,990.1,,2,Electronically-commutated Motor,0.524,1,No,,No,,,,,06/01/2017,12/18/2018,"United States, Canada",ES_1122881_PE71-II VHV_12202018160539_1939453
2331970,"Speck Pumps-Pool Products, Inc.",SPECK,A91-II VSP,A91-II VSP,,In-Ground (Self-Priming) Pool Filter Pump,Variable-speed,10.9,95,5.6,25.01,5.23,1283.0,79.56,53.27,2641,23.17,526.92,,52.1,990.71,,66.69,985.99,,32.79,974.03,,3,Electronically-commutated Motor,0.607,1,No,,No,,,,,12/21/2018,12/24/2018,"United States, Canada",ES_1122881_A91-II VSP_12242018171207_1527609
2331971,"Speck Pumps-Pool Products, Inc.",Aqua TechniX,PA91-II VSP,PA91-II VSP,,In-Ground (Self-Priming) Pool Filter Pump,Variable-speed,10.9,95,5.6,25.01,5.23,1283.0,79.56,53.27,2641,23.17,526.92,,52.1,990.71,,66.69,985.99,,32.79,974.03,,3,Electronically-commutated Motor,0.607,1,No,,No,,,,,12/21/2018,12/24/2018,"United States, Canada",ES_1122881_PA91-II VSP_12242018171407_1647783
