ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,Product Type,Configuration,Additional Handset Telephones Supported,Frequency,Standby Power (W),Off Mode Power (W),External Proxy Capability,Physical Data Ports,Low Power Wireless Technologies,Gigabit Ethernet Ports,Fast Ethernet Ports,Energy Efficient Ethernet - Gigabit,Energy Efficient Ethernet - Fast,Display Resolution (pixels),Power Over Ethernet Class,External Power Supply,Date Available On Market,Date Qualified,Markets,CB Model Identifier
2230522,"VTech Telecommunications, Ltd.",VTECH,DS650Z-XY,DS650Z-XY,",DS6501,1 Handset + 1 Charger; ,DS6501-12,1 Handset + 1 Charger; ,DS650Z-XY,X Handset + X Charger",Analog,Cordless,0,None,0.27,0,N/A,Other,None,0,0,0,0,,N/A,Yes,12/24/2014,12/30/2014,"United States, Canada",ES_1067513_DS650Z-XY_12242014144804_6278192
2230520,"VTech Telecommunications, Ltd.",VTECH,DS6511-2,DS6511-2,",DS6511,1 Handset + 1 Base; ,DS6511-2,2 Handsets + 1 Base + 1 Charger; ,DS6511-3,3 Handsets + 1 Base + 2 Chargers; ,DS6511-4,4 Handsets + 1 Base + 3 Chargers; ,DS6511-4A,4 Handsets + 1 Base + 3 Chargers; ,DS651Z-XY,X Handsets + 1 Base + (X-1) Chargers",Analog,Cordless,1,None,0.77,0,N/A,Other,None,0,0,0,0,,N/A,Yes,12/24/2014,12/30/2014,"United States, Canada",ES_1067513_DS6511-2_12242014144219_1281091
2230094,"VTech Telecommunications, Ltd.",VTECH,DS651Z-XY,DS651Z-XY,",DS6511,1 Handset + 1 Base; ,DS6511-2,1 Handset + 1 Base; ,DS6511-3,3 Handsets + 1 Base + 2 Chargers; ,DS6511-4,4 Handsets + 1 Base + 3 Chargers; ,DS6511-4A,4 Handsets + 1 Base + 3 Chargers; ,DS651Z-XY,X Handsets + 1 Base + (X-1) Chargers",Analog,Cordless,0,None,0.77,0,N/A,Other,None,0,0,0,0,,N/A,Yes,11/23/2011,12/09/2011,"United States, Canada",ES_1067513_DS651Z-XY_11262014152502_4807092
2230122,"VTech Telecommunications, Ltd.",VTECH,DS6521,DS6521,",DS6521,1 Handset + 1 Base; ,DS6521-2,1 Handset + 1 Base; ,DS6522-3,3 Handsets + 1 Base + 2 Chargers; ,DS6522-32,3 Handsets + 1 Base + 2 Chargers; ,DS652Z-XY,X Handsets + 1 Base + (X-1) Chargers",Analog,Cordless,0,None,0.9,0,N/A,Other,None,0,0,0,0,,N/A,Yes,11/23/2011,12/09/2011,"United States, Canada",ES_1067513_DS6521_11262014155806_9502832
2230521,"VTech Telecommunications, Ltd.",VTECH,DS6521,DS6521,",DS6521,1 Handset + 1 Base; ,DS6521-2,1 Handset + 1 Base; ,DS6522-3,3 Handsets + 1 Base + 2 Chargers; ,DS6522-32,3 Handsets + 1 Base + 2 Chargers; ,DS652Z-XY,X Handsets + 1 Base + (X-1) Chargers",Analog,Cordless,1,None,0.9,0,N/A,Other,None,0,0,0,0,,N/A,Yes,12/24/2014,12/30/2014,"United States, Canada",ES_1067513_DS6521_12242014144512_8033563
2226254,"VTech Telecommunications, Ltd.",VTECH,DS6642-4A,DS6642-4A,",8025246,2HS+1BS(W/ ITAD)+1 Charger; ,DS6641,1HS+1BS(W/ ITAD); ,DS6642-4,4HS+1BS(W/ ITAD)+3Chargers; ,DS6642-4A,4HS+1BS(W/ ITAD)+3Chargers; ,DS664Z-XY,XHS+1BS(W/ ITAD)+(X-1)Charger(s)",Analog,Corded,3,None,0.9,0,N/A,Other,None,0,0,0,0,,N/A,Yes,11/17/2014,11/28/2014,"United States, Canada",ES_1067513_DS6642-4A_11262014160815_7079736
2269347,"VTech Telecommunications, Ltd.",VTECH,DS6700 HS,DS6700 HS,",DS6700 HS,1 Handset + 1 Charger; ,DS670Z-XY HS,1 Handset + 1 Charger",Analog,Additional Handset,0,None,0.2,0,N/A,Other,Bluetooth,0,0,0,0,,N/A,Yes,04/15/2016,06/07/2016,"United States, Canada",ES_1067513_DS6700 HS_06032016152120_3214074
2304405,"VTech Telecommunications, Ltd.",VTECH,DS6701,DS6701,",DS670#-##,1 handset + 1 Charger; ,DS670#-#*,1 handset + 1 Charger; ,DS670*-##,1 handset + 1 Charger; ,DS670*-#*,1 handset + 1 Charger; ,DS6701,1 handset + 1 Charger",Analog,Additional Handset,0,None,0.3,0,N/A,Other,None,0,0,0,0,,N/A,Yes,09/08/2017,09/29/2017,"United States, Canada",ES_1067513_DS6701_09222017152532_2692224
2269346,"VTech Telecommunications, Ltd.",VTECH,DS6722-3,DS6722-3,",DS6722-3 BS,3 Handsets+1 Base+2 Chargers; ,DS6722-3 HS,3 Handsets+1 Base+2 Chargers; ,DS6722-3,3 Handsets+1 Base+2 Chargers; ,DS672Z-XY BS,X Handsets+1 Base+(X-1) Chargers; ,DS672Z-XY HS,X Handsets+1 Base+(X-1) Chargers; ,DS672Z-XY,X Handsets+1 Base+(X-1) Chargers",Analog,Cordless,2,None,0.7,0,N/A,Other,Bluetooth,0,0,0,0,,N/A,Yes,04/15/2016,06/07/2016,"United States, Canada",ES_1067513_DS6722-3_06032016151929_3459588
2304402,"VTech Telecommunications, Ltd.",VTECH,DS6751,DS6751,",DS675#-##,1 Base (W/ ITAD) + # Handsets + (#-1) Chargers; ,DS675#-#*,1 Base (W/ ITAD) + # Handsets + (#-1) Chargers; ,DS675*-##,1 Base (W/ ITAD) + # Handsets + (#-1) Chargers; ,DS675*-#*,1 Base (W/ ITAD) + # Handsets + (#-1) Chargers; ,DS6751,1 Base (W/ ITAD) + 1 Handset; ,DS6751-2,1 Base (W/ ITAD) + 2 Handsets + 1 Charger; ,DS6751-3,1 Base (W/ ITAD) + 3 Handsets + 2 Chargers; ,DS6752-4,1 Base (W/ ITAD) + 4 Handsets + 3 Chargers",Analog,Cordless,3,None,0.8,0,N/A,Other,None,0,0,0,0,,N/A,Yes,09/08/2017,09/29/2017,"United States, Canada",ES_1067513_DS6751_09222017141714_8288080
2267738,"VTech Telecommunications, Ltd.",VTECH,DS6771-3,DS6771-3,",DS6771-3,1 Base + 2 Handsets+ 1 Handset Charger + 1 Headset; ,DS6772-4,1 Base + 3 Handsets+ 2 Handset Chargers + 1 Headset; ,DS677Z-XY,1 Base + (X-1) Handsets + (X-2) Handset Charger + 1 Headset",Analog,Cordless,2,None,0.8,0,N/A,Other,Bluetooth,0,0,0,0,,N/A,Yes,05/06/2016,05/20/2016,"United States, Canada",ES_1067513_DS6771-3_05202016122117_2915765
2229753,"VTech Telecommunications, Ltd.",VTECH,FS6214-2,FS6214-2,",FS6214,1 Handset + 1 Base; ,FS6214-2,2 Handsets + 1 Base + 1 Charger; ,FS621Z-XY,X Handsets + 1 Base + (X-1) Charger(s)",Analog,Cordless,0,None,0.86,0,N/A,Other,None,0,0,0,0,,N/A,Yes,12/05/2014,12/18/2014,"United States, Canada",ES_1067513_FS6214-2_12152014163134_5288202
2229754,"VTech Telecommunications, Ltd.",VTECH,FS6224-2,FS6224-2,",FS6224,1 Handset + 1 Base; ,FS6224-2,2 Handsets + 1 Base + 1 Charger; ,FS6224-3,1 Handset + 1 Base; ,FS622Z-XY,FS6224-11,FS6224-21,2 Handsets + 1 Base + 1 Charger",Analog,Cordless,1,None,0.91,0,N/A,Other,None,0,0,0,0,,N/A,Yes,12/05/2014,12/18/2014,"United States, Canada",ES_1067513_FS6224-2_12152014164746_2759363
2229755,"VTech Telecommunications, Ltd.",VTECH,FS6224-2,FS6224-2,",FS6214-2,; ,FS621Z-XY,,; ,FS6224-21,2 Handset+1 Charger; ,FS6224-3,; ,FS622Z-XY,",Analog,Additional Handset,0,None,0.26,0,N/A,Other,None,0,0,0,0,,N/A,Yes,12/05/2014,12/18/2014,"United States, Canada",ES_1067513_FS6224-2_12152014165623_1341974
2261793,"VTech Telecommunications, Ltd.",VTECH,IS7101,IS7101,",IS7101,1 Charger + 1 Handset; ,IS710X-abc,a Charger + a Handset + b Door Bell",Analog,Additional Handset,1,None,0.3,0,N/A,Other,None,0,0,0,0,,N/A,Yes,03/15/2013,03/04/2016,"United States, Canada",ES_1067513_IS7101_03032016171247_7083398
2261894,"VTech Telecommunications, Ltd.",VTECH,IS7121-2,IS7121-2,",IS7121,1 Base + 1 Handset + 1 Door Bell; ,IS7121-2,1 Base + 1 Handset + 1 Door Bell; ,IS7121-22,1 Base + 2 Handsets + 1 Charger + 2 Door Bells; ,IS7122-3,1 Base + 3 Handsets + 2 Chargers + 1 Door Bell; ,IS7122-317,1 Base + 3 Handsets + 2 Chargers + 1 Door Bell; ,IS712X-abc,1 Base + (a -1) Charger(s) + a Handset + b Door Bell",Analog,Cordless,1,None,0.4,0,N/A,Other,None,0,0,0,0,,N/A,Yes,03/15/2013,03/04/2016,"United States, Canada",ES_1067513_IS7121-2_03032016170301_3431665
2229749,"VTech Telecommunications, Ltd.",VTECH,LS6405,LS6405,",LS6405,1 handset+1 charger; ,LS640Z-XY,1 handset+1 charger",Analog,Additional Handset,0,None,0.29,0,N/A,Other,None,0,0,0,0,,N/A,Yes,12/04/2014,12/05/2014,"United States, Canada",ES_1067513_LS6405_12052014103000_9604303
2310823,"VTech Telecommunications, Ltd.",VTECH,LS-S3410,LS-S3410,",LS-S3410,Base (1 line) + handset; ,LS-S3410-USB,Base (1 line) with USB charging ports + handset; ,LS-S3420,Base (2 line) + handset; ,LS-S3420-USB,Base (2 line) with USB charging ports + handset",Voice over Internet Protocol (VoIP),Cordless,1,None,2.1,0,N/A,Other,None,1,0,0,0,,Class 3,No,01/25/2018,02/11/2018,"United States, Canada",ES_1067513_LS-S3410_02072018114241_5906488
2237585,"VTech Telecommunications, Ltd.",VTECH,S1100,S1100,",S1100,SIP Corded Phone with Single Line & no key board; ,S1210,SIP Corded Phone with Single Line; ,S1220,SIP Corded Phone with Two Lines",Voice over Internet Protocol (VoIP),Corded,0,None,1,0,N/A,Other,None,0,2,0,0,,Class 2,No,03/27/2015,04/15/2015,"United States, Canada",ES_1067513_S1100_03312015122217_8788568
2237586,"VTech Telecommunications, Ltd.",VTECH,S2100,S2100,",S2100,SIP Corded Phone with Single Line & no key board; ,S2210,SIP Corded Phone with Single Line; ,S2220,SIP Corded Phone with Two Lines",Voice over Internet Protocol (VoIP),Corded,0,None,1,0,N/A,Other,None,0,2,0,0,,Class 2,No,03/27/2015,04/15/2015,"United States, Canada",ES_1067513_S2100_03312015122422_1572992
2237587,"VTech Telecommunications, Ltd.",VTECH,S2211,S2211,",S2211,SIP Corded Phone with Single Line; ,S2221,SIP Corded Phone with Two Lines",Voice over Internet Protocol (VoIP),Corded,0,None,1,0,N/A,Other,None,0,1,0,0,,Class 2,No,03/27/2015,04/15/2015,"United States, Canada",ES_1067513_S2211_03312015121745_5456506
2230714,"VTech Telecommunications, Ltd.",VTECH,VC7100,VC7100,",VC7100,1 Handset + 1 Charger; ,VC7100-XY,1 Handset + 1 Charger",Analog,Cordless,0,None,0.28,0,N/A,Other,None,0,0,0,0,,N/A,Yes,09/25/2014,10/11/2014,"United States, Canada",ES_1067513_VC7100_12242014153642_7980157
2230713,"VTech Telecommunications, Ltd.",VTECH,VC7151,VC7151,",VC7151,1 HS + 1 BS (W/ ITAD); ,VC7151-101,1 HS + 1 BS (W/ ITAD); ,VC7151-102,1 HS + 1 BS (W/ ITAD); ,VC7151-109,1 HS + 1 BS (W/ ITAD); ,VC7152-201,2HS+1BS(W/ ITAD) + 1Charger + 1Garage sensor; ,VC7152-301,3HS+1BS(W/ ITAD) + 2Charger + 1Garage sensor; ,VC715x-abc,aHS + 1BS(W/ ITAD) + (a-1)Charger + sensor(if any)",Analog,Cordless,0,None,0.89,0,N/A,Other,None,0,0,0,0,,N/A,Yes,09/25/2014,10/11/2014,"United States, Canada",ES_1067513_VC7151_12242014151903_909387
2250209,"VTech Telecommunications, Ltd.",VTECH,VSP600,VSP600,",VSP600,1HS+1BS+1Charger",Voice over Internet Protocol (VoIP),Cordless,1,None,1.01,0,N/A,Other,None,0,0,0,0,,Class 2,Optional,01/20/2014,10/15/2015,"United States, Canada",ES_1067513_VSP600_10132015124144_3220483
2218764,"VTech Telecommunications, Ltd.",VTECH,VSP601,VSP601,"VSP601,,1Handset+1charger; VSP740,,1Handset+1charger",Voice over Internet Protocol (VoIP),Additional Handset,1,None,0.16,0,N/A,Other,None,0,0,0,0,,N/A,Yes,09/03/2014,09/05/2014,"United States, Canada",ES_1067513_VSP601_09042014152256_2557947
2291803,"VTech Telecommunications, Ltd.",VTECH,VSP705,VSP705,,Voice over Internet Protocol (VoIP),Corded,0,None,1.3,0,Not Supported,Other,None,0,2,0,0,,Class 1,Optional,01/11/2017,03/01/2017,"United States, Canada",ES_1067513_VSP705_02232017152350_574151
2243453,"VTech Telecommunications, Ltd.",VTECH,VSP715,VSP715,",VSP715,1 Deskset",Voice over Internet Protocol (VoIP),Corded,0,None,1.5,0,N/A,Other,None,0,2,0,0,,Class 1,Yes,02/24/2015,07/17/2015,"United States, Canada",ES_1067513_VSP715_07172015170009_9386102
2257731,"VTech Telecommunications, Ltd.",VTECH,VSP726,VSP726,,Voice over Internet Protocol (VoIP),Corded,0,None,2.5,0,N/A,Other,None,1,0,0,0,,Class 3,Yes,02/01/2016,02/03/2016,"United States, Canada",ES_1067513_VSP726_01272016093706_9385034
2257732,"VTech Telecommunications, Ltd.",VTECH,VSP736,VSP736,,Voice over Internet Protocol (VoIP),Corded,0,None,2.6,0,N/A,Other,None,1,0,0,0,,Class 3,Yes,02/01/2016,01/27/2016,"United States, Canada",ES_1067513_VSP736_01272016094541_5805169
2304503,"VTech Telecommunications, Ltd.",VTECH,VSP805,VSP805,,Voice over Internet Protocol (VoIP),Corded,0,None,1.2,0,Not Supported,Other,None,0,1,0,0,,Class 1,Optional,08/09/2017,10/04/2017,"United States, Canada",ES_1067513_VSP805_09142017201638_6478082
2286949,"VTech Telecommunications, Ltd.",VTECH,VSP861,VSP861,,Voice over Internet Protocol (VoIP),Corded,0,None,3,,Not Supported,Other,None,1,0,0,0,,Class 3,Optional,12/02/2016,12/23/2016,"United States, Canada",ES_1067513_VSP861_12142016110911_1464807
2260199,"VTech Telecommunications, Ltd.",VTECH,VVX D60,VVX D60,,Analog,Additional Handset,0,None,0.2,0,N/A,Other,None,0,0,0,0,,N/A,Yes,02/15/2016,02/15/2016,"United States, Canada",ES_1067513_VVX D60_02162016150215_5399896
2230088,"VTech Telecommunications, Ltd.","vtech, Bell",8025248,8025248,",8025248,2 Handset + 1Base+1 charger; ,DS6421,1 base+1 handset; ,DS6421-2,1 base+1 handset; ,DS6421-3,3 Handsets + 1 Base + 2 chargers; ,DS6421-4,1 base+1 handset; ,DS642Z-XY,X Handset + 1Base+(X-1) charger(s); ,DS6472-6,6 Handsets + 1 Base + 5 chargers; ,DS647Z-XY,X Handsets + 1 Base + (X-1) chargers",Analog,Cordless,2,None,1.11,0,N/A,Other,None,0,0,0,0,,N/A,Yes,12/12/2014,12/15/2014,"United States, Canada",ES_1067513_8025248_12122014165948_7861749
2257545,"VTech Telecommunications, Ltd.",AT&T,CLP99286,CLP99286,",CLP99##6,# handset(s) + 1 base (w/ ITAD) + (# - 1) chargers; ,CLP99##7,# handset(s) + 1 base (w/ ITAD) + (# - 1) chargers; ,CLP99286,2 handsets + 1 base (w/ ITAD) + 1 charger; ,CLP99287,2 handsets + 1 base (w/ ITAD) + 1 charger; ,CLP99386,3 handsets + 1 base (w/ ITAD) + 2 chargers; ,CLP99387,3 handsets + 1 base (w/ ITAD) + 2 chargers; ,CLP99456,4 handsets + 1 base (w/ ITAD) + 3 chargers; ,CLP99457,4 handsets + 1 base (w/ ITAD) + 3 chargers; ,CLP99486,4 handsets + 1 base (w/ ITAD) + 3 chargers; ,CLP99487,4 handsets + 1 base (w/ ITAD) + 3 chargers; ,CLP99546,5 handsets + 1 base (w/ ITAD) + 4 chargers; ,CLP99547,5 handsets + 1 base (w/ ITAD) + 4 chargers; ,CLP99556,5 handsets + 1 base (w/ ITAD) + 4 chargers; ,CLP99557,5 handsets + 1 base (w/ ITAD) + 4 chargers; ,CLP99586,5 handsets + 1 base (w/ ITAD) + 4 chargers; ,CLP99587,5 handsets + 1 base (w/ ITAD) + 4 chargers",Analog,Cordless,1,None,0.8,0,N/A,Other,None,0,0,0,0,,N/A,Yes,01/05/2016,01/29/2016,"United States, Canada",ES_1067513_CLP99286_01252016095103_1343805
2335169,"VTech Telecommunications, Ltd.",AT&T,DL72119,DL72119,",DL72##9,#HS+1BS(W/ ITAD)+(#-1)chargers; ,DL72#*9,#HS+1BS(W/ ITAD)+(#-1)chargers; ,DL72119,1HS+1BS(W/ ITAD); ,DL72219,2HS+1BS(W/ ITAD)+1charger; ,DL72319,3HS+1BS(W/ ITAD)+2chargers; ,DL72419,4HS+1BS(W/ ITAD)+3chargers",Analog,Cordless,1,None,0.6,0,N/A,Other,None,0,0,0,0,,N/A,Yes,02/28/2019,03/21/2019,"United States, Canada",ES_1067513_DL72119_03212019105553_8277246
2242752,"VTech Telecommunications, Ltd.",AT&T,EL50013,EL50013,",EL500#3,1 Handset + 1 Charger; ,EL500*3,1 Handset + 1 Charger; ,EL50003,1 Handset + 1 Charger; ,EL50013,1 Handset + 1 Charger",Analog,Additional Handset,0,None,0.3,0,N/A,Other,None,0,0,0,0,,N/A,Yes,08/22/2017,02/27/2017,"United States, Canada",ES_1067513_EL50013_11242014162843_2903100
2334287,"VTech Telecommunications, Ltd.",AT&T,EL50019,EL50019,",DL700#9,1 handset + 1 charger; ,DL700*9,1 handset + 1 charger; ,DL70019,1 handset + 1 charger; ,EL500#9,1 handset + 1 charger; ,EL500*9,1 handset + 1 charger; ,EL50019,1 handset + 1 charger",Analog,Additional Handset,1,None,0.1,0,N/A,Other,None,0,0,0,0,,N/A,Yes,02/28/2019,03/07/2019,"United States, Canada",ES_1067513_EL50019_03072019111727_8977624
2229645,"VTech Telecommunications, Ltd.",AT&T,EL51203,EL51203,",EL51##3,1st # handset + 1 base (w/o ITAD) + (1st #-1) Charger(s); ,EL51103,1 handset + 1 base (w/o ITAD); ,EL51203,2 handset + 1 base (w/o ITAD) + 1 Charger; ,EL51303,3 handset + 1 base (w/o ITAD) + 2 Charger",Analog,Cordless,1,Other,0.8,0,N/A,Other,None,0,0,0,0,,N/A,Yes,08/22/2017,12/12/2014,"United States, Canada",ES_1067513_EL51203_12152014163853_8725702
2334288,"VTech Telecommunications, Ltd.",AT&T,EL52119,EL52119,",EL52##9,#HS+1BS(W/ ITAD)+(#-1)chargers; ,EL52#*9,#HS+1BS(W/ ITAD)+(#-1)chargers; ,EL52119,2HS+1BS(W/ ITAD)+ 1 charger; ,EL52219,2HS+1BS(W/ ITAD)+ 1 charger; ,EL52319,3HS+1BS(W/ ITAD)+2 chargers",Analog,Cordless,1,None,0.7,0,N/A,Other,None,0,0,0,0,,N/A,Yes,02/28/2019,03/07/2019,"United States, Canada",ES_1067513_EL52119_03072019111316_2376977
2256683,"VTech Telecommunications, Ltd.",AT&T,EL52206,EL52206,",EL52206,2HS+1BS(W/ ITAD)+1Charger; ,EL52306,3HS+1BS(W/ ITAD)+2Chargers; ,EL52346,3HS+1BS(W/ ITAD)+2Chargers; ,EL52356,3HS+1BS(W/ ITAD)+2Chargers; ,EL52406,4HS+1BS(W/ ITAD)+3Chargers; ,EL52XY6,XHS+1BS(W/ITAD)+(X-1)Charger(s)",Analog,Cordless,1,None,0.7,0,N/A,Other,None,0,0,0,0,,N/A,Yes,11/26/2015,01/14/2016,"United States, Canada",ES_1067513_EL52206_01112016183147_7084009
2303339,"VTech Telecommunications, Ltd.",AT&T,EL52303,EL52303,",EL52##3,1st # handsets + 1 base (w/ ITAD) + (1st # - 1) chargers(s); ,EL52103,1 handset + 1 base (w/ ITAD); ,EL52113,1 handset + 1 base (w/ ITAD); ,EL52203,2 handsets + 1 base (w/ ITAD) + 1 charger; ,EL52213,2 handsets + 1 base (w/ ITAD) + 1 charger; ,EL52253,2 handsets + 1 base (w/ ITAD) + 1 charger; ,EL52303,3 handsets + 1 base (w/ ITAD) + 2 chargers; ,EL52313,3 handsets + 1 base (w/ ITAD) + 2 chargers; ,EL52353,3 handsets + 1 base (w/ ITAD) + 2 chargers; ,EL52503,5 handsets + 1 base (w/ ITAD) + 4 chargers",Analog,Cordless,2,Other,0.6,0,N/A,Other,None,0,0,0,0,,N/A,Yes,08/22/2017,09/07/2017,"United States, Canada",ES_1067513_EL52303_08292017153558_2679101
2229648,"VTech Telecommunications, Ltd.",AT&T,TL90073,TL90073,",TL90011,1HS + 1Charger; ,TL90031,1HS + 1Charger; ,TL90041,1HS + 1Charger; ,TL90051,1HS + 1Charger; ,TL90061,1HS + 1Charger; ,TL90071,1HS + 1Charger; ,TL90073,1HS + 1Charger; ,TL90081,1HS + 1Charger; ,TL900Y3,1HS + 1Charger; ,TL90XY1,1HS + 1Charger",Analog,Additional Handset,0,None,0.24,0,N/A,Other,None,0,0,0,0,,N/A,Yes,03/12/2014,12/12/2014,"United States, Canada",ES_1067513_TL90073_12112014202631_3555566
2268064,"VTech Telecommunications, Ltd.",AT&T,TL90076 HS,TL90076 HS,",TL90076 HS,1 Handset + 1 Charger; ,TL900Y6 HS,1 Handset + 1 Charger; ,TL900Y6,1 Handset + 1 Charger",Analog,Additional Handset,0,None,0.1,0,N/A,Other,Bluetooth,0,0,0,0,,N/A,Yes,04/22/2016,05/27/2016,"United States, Canada",ES_1067513_TL90076 HS_05202016092925_1100274
2303917,"VTech Telecommunications, Ltd.",AT&T,TL90077,TL90077,",TL900#7,1 Handset + 1 Charger; ,TL900*7,1 Handset + 1 Charger; ,TL90077,1 Handset + 1 Charger",Analog,Additional Handset,0,None,0.1,0,N/A,Other,None,0,0,0,0,,N/A,Yes,07/07/2017,09/25/2017,United States,ES_1067513_TL90077_07102017105248_9856378
2229647,"VTech Telecommunications, Ltd.",AT&T,TL96273,TL96273,",TL96273,2HS+1BS(W/ ITAD)+1Charger; ,TL96323,3HS+1BS(W/ ITAD)+2Chargers; ,TL96373,3HS+1BS(W/ ITAD)+2Chargers; ,TL96473,4HS+1BS(W/ ITAD)+3Chargers; ,TL96XY3,XHS+1BS(W/ ITAD)+(X-1)Charger(s)",Analog,Cordless,1,None,0.79,0,N/A,Other,None,0,0,0,0,,N/A,Yes,03/12/2014,03/12/2014,"United States, Canada",ES_1067513_TL96273_12112014201531_631524
2268065,"VTech Telecommunications, Ltd.",AT&T,TL96276,TL96276,",TL96276 BS,2 Handsets +1 Base + 1 Charger; ,TL96276 HS,2 Handsets +1 Base + 1 Charger; ,TL96276,2 Handsets +1 Base + 1 Charger; ,TL96456 BS,4 Handsets + 1 Base + 3 Chargers; ,TL96456 HS,4 Handsets + 1 Base + 3 Chargers; ,TL96456,4 Handsets + 1 Base + 3 Chargers; ,TL96XY6 BS,X Handset + 1 Base + (X-1) Chargers; ,TL96XY6 HS,X Handset + 1 Base + (X-1) Chargers; ,TL96XY6,X Handset + 1 Base + (X-1) Chargers",Analog,Cordless,1,None,0.5,0,N/A,Other,Bluetooth,0,0,0,0,,N/A,Yes,04/22/2016,05/27/2016,"United States, Canada",ES_1067513_TL96276_05202016092724_5371820
2299859,"VTech Telecommunications, Ltd.",AT&T,TL96457,TL96457,",TL96##7,# HS + 1 BS (W/ ITAD) + (#-1) chargers; ,TL96#*7,# HS + 1 BS (W/ ITAD) + (#-1) chargers; ,TL96457,4 HS + 1 BS (W/ ITAD) + 3 chargers; ,TL96547,5 HS + 1 BS (W/ ITAD) + 4 chargers",Analog,Cordless,1,None,0.4,0,N/A,Other,None,0,0,0,0,,N/A,Yes,07/07/2017,07/11/2017,United States,ES_1067513_TL96457_07102017104739_6755792
2262613,"VTech Telecommunications, Ltd.",at&t/vtech,EL50005,EL50005,",CS690*-#*,# Handset + # Charger; ,CS6909,1 Handset + 1 Charger; ,CS6909-15,1 Handset + 1 Charger; ,CS6909-16,1 Handset + 1 Charger; ,CS6909-17,1 Handset + 1 Charger; ,CS6909-19,1 Handset + 1 Charger; ,EL500*5,1 Handset + 1 Charger; ,EL50005,1 Handset + 1 Charger",Analog,Additional Handset,0,None,0.1,0,N/A,Other,None,0,0,0,0,,N/A,Yes,11/26/2015,01/06/2016,"United States, Canada",ES_1067513_EL50005_01082016094012_9378473
